gene	bp_HG002_v4.2.1	fraction_HG002_v4.2.1	bp_coordinates_plus_segdups_plus_flanking_hifiasm_dip.bed	fraction_coordinates_plus_segdups_plus_flanking_hifiasm_dip.bed	chrom	start	end	start_coordinates_plus_segdups_plus_flanking	end_coordinates_plus_segdups_plus_flanking	bp_MRG_benchmark_bed	fraction_MRG_benchmark_bed	bp_in_AllRepeats_gt_10kb	fraction_in_AllRepeats_gt_10kb	bp_in_reference_gaps_stratification	fraction_in_reference_gaps_stratification	bp_in_Tier1andTier2_SV_0.6_slop150_stratification	fraction_in_Tier1andTier2_SV_0.6_slop150_stratification	bp_in_illumina_ccs_ont_cnv_stratification	fraction_in_illumina_ccs_ont_cnv_stratification	bp_in_ccs_ont_elliptical_outlier_cnv_stratification	fraction_in_ccs_ont_elliptical_outlier_cnv_stratification	bp_in_assembly_cnv_stratification	fraction_in_assembly_cnv_stratification	bp_in_vdj_stratification	fraction_in_vdj_stratification	bp_in_inversions_stratification	fraction_in_inversions_stratification	bp_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	fraction_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	bp_in_segmental_duplications_stratification	fraction_in_segmental_duplications_stratification	bp_in_low_mappability_and_segmental_duplications_stratification	fraction_in_low_mappability_and_segmental_duplications_stratification	num_v0.6_SVs_in_gene	num_MRG_SV_v0.1_in_gene	num_MRG_small_variant_v0.2_variants_in_gene	num_v4.2.1_small_variants_in_gene	bp_exon_covered_v4.2.1	fraction_exon_covered_v4.2.1	bp_exon_covered_MRG_benchmark	fraction_exon_covered_MRG_benchmark	mandelker	cosmic	high_priority	num_v4.2.1_variants_in_exons	num_MRG_SV_v0.1_benchmark_variants_in_exons	num_MRG_small_variant_v0.2_variants_in_exons	num_MRG_small_variant_v0.03_variants_in_gene	bp_MRG_small_variant_v0.03	fraction_MRG_small_variant_v0.03	num_MRG_SV_v0.02_SVs_in_gene	bp_exon_covered_MRG_small_variant_v0.03_benchmark	fraction_exon_covered_MRG_small_variant_v0.03_benchmark	num_MRG_small_variant_v0.03_variants_in_exons	num_MRG_SV_v0.02_variants_in_exons	bp_in_HG002_GIABv4.1_CNVsandSVs_stratification	fraction_in_HG002_GIABv4.1_CNVsandSVs_stratification	bp_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	fraction_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	num_breaks_in_hifiasm_dip.bed_plus_segdups_plus_flanking
CD38	71711	0.956720699	114955	1	4	15779898	15854853	15759898	15874853	0	0	0	0	0	0	2179	0.029070776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8445	0.112667601	0	0	0	83	5538	0.97844523	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	2179	0.029070776	2179	0.0290708	0
PROM1	119113	0.981954131	161302	1	4	15964699	16086001	15944699	16106001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1559	0.01285222	0	0	0	244	4417	1	0	0	yes	no	no	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QDPR	51174	0.984626633	91973	1	4	17461884	17513857	17441884	17533857	0	0	0	0	0	0	117	0.002251169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	753	0.014488292	0	0	0	128	1641	1	0	0	yes	no	yes	8	0	0	0	0	0	0	0	0	0	0	117	0.002251169	117	0.0022512	0
KCNIP4	1181987	0.968696499	1260183	1	4	20730239	21950422	20710239	21970422	0	0	0	0	0	0	17226	0.014117554	0	0	6000	0.004917295	0	0	0	0	0	0	0	0	1023	8.38E-04	37042	0.030357741	9	0	0	2205	3416	0.991582003	0	0	yes	no	yes	9	0	0	0	0	0	0	0	0	0	0	17226	0.014117554	17226	0.0141176	0
SOD3	10540	0.96431839	50930	1	4	24791534	24802464	24771534	24822464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1524	1	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LGI2	31566	0.985452048	72032	1	4	25000469	25032501	24980469	25052501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	8.43E-04	0	0	0	64	6420	1	0	0	yes	no	no	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPSECS	40100	0.988244572	80577	1	4	25121627	25162204	25101627	25182204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0.00694975	0	0	0	42	5485	1	0	0	yes	no	yes	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC34A2	23133	0.986608095	63447	1	4	25656923	25680370	25636923	25700370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	9.38E-04	0	0	0	25	4209	0.994800284	0	0	yes	yes	no	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBPJ	261128	0.96192497	311464	1	4	26165077	26436541	26145077	26456541	0	0	0	0	0	0	1486	0.005474022	0	0	0	0	0	0	0	0	0	0	0	0	4999	0.018414965	11334	0.041751392	0	0	0	216	5962	0.961457829	0	0	yes	no	no	4	0	0	0	0	0	0	0	0	0	0	1486	0.005474022	1486	0.005474	0
CCKAR	9018	0.99514456	49062	1	4	26483022	26492084	26463022	26512084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.21E-04	0	0	0	7	1715	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLR1	63336	0.95760508	106140	1	4	38792298	38858438	38772298	38878438	0	0	0	0	0	0	1633	0.024690051	0	0	0	0	0	0	0	0	0	0	0	0	2064	0.031206532	6812	0.10299365	0	0	0	124	2843	1	0	0	yes	no	no	6	0	0	0	0	0	0	0	0	0	0	1633	0.024690051	1633	0.0246901	0
TLR6	32520	0.982417981	73102	1	4	38825336	38858438	38805336	38878438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1032	0.031176364	4808	0.145248021	0	0	0	62	5775	0.982309917	0	0	yes	no	no	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR19	100518	0.972071253	143406	1	4	39184024	39287430	39164024	39307430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5352	0.051757151	0	0	0	93	4456	0.993977247	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIAS	18307	0.981450705	58653	1	4	39460620	39479273	39440620	39499273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0.012330456	0	0	0	20	1733	0.982426304	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N4BP2	97192	0.95825528	141426	1	4	40058446	40159872	40038446	40179872	0	0	0	0	0	0	421	0.004150809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3719	0.036667127	0	0	0	154	9613	0.988381657	0	0	no	yes	no	11	0	0	0	0	0	0	0	0	0	0	421	0.004150809	421	0.0041508	0
RHOH	55033	0.98424366	95914	1	4	40192673	40248587	40172673	40268587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0.005419036	0	0	0	122	4480	0.976673207	0	0	no	yes	no	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA9	19658	0.988435237	59888	1	4	40337346	40357234	40317346	40377234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0.001508447	0	0	0	30	2271	1	0	0	yes	no	no	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSUN7	58251	0.969428172	100088	1	4	40751914	40812002	40731914	40832002	0	0	0	0	0	0	302	0.005025962	0	0	0	0	0	0	0	0	0	0	0	0	1140	0.018972174	5673	0.09441153	1	0	0	77	3686	1	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	302	0.005025962	302	0.005026	0
APBB2	395830	0.973303794	446687	1	4	40812044	41218731	40792044	41238731	0	0	0	0	0	0	1880	0.00462272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3666	0.009014303	4	0	0	590	9036	0.98883782	0	0	yes	no	no	8	0	0	0	0	0	0	0	0	0	0	1880	0.00462272	1880	0.0046227	0
UCHL1	11909	0.988955323	52042	1	4	41258430	41270472	41238430	41290472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1197	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHOX2B	4864	0.995090016	44888	1	4	41746099	41750987	41726099	41770987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3003	0.992071358	0	0	yes	yes	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRXCR1	136074	0.990414219	177391	1	4	42895284	43032675	42875284	43052675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2861	0.02082378	0	0	0	154	987	1	0	0	yes	no	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRG1	87043	0.985630492	128312	1	4	46037786	46126098	46017786	46146098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3983	0.045101458	2	0	0	17	6776	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRA2	222879	0.982698642	266803	1	4	46250444	46477247	46230444	46497247	0	0	0	0	0	0	1759	0.007755629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6670	0.029408782	1	0	0	128	4165	0.938485804	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	1759	0.007755629	1759	0.0077556	0
ATP10D	106864	0.987670752	148198	1	4	47487305	47595503	47467305	47615503	0	0	0	0	0	0	747	0.006904009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618	0.005711751	2	0	0	239	6632	1	0	0	yes	no	no	10	0	0	0	0	0	0	0	0	0	0	747	0.006904009	747	0.006904	0
CORIN	232444	0.952217871	284108	1	4	47596015	47840123	47576015	47860123	0	0	0	0	0	0	0	0	0	0	9000	0.036868927	0	0	0	0	0	0	0	0	0	0	2765	0.011326954	0	0	0	290	5070	0.958412098	0	0	yes	no	no	4	0	0	0	0	0	0	0	0	0	0	9000	0.036868927	9000	0.0368689	0
CNGA1	78937	0.978214264	120695	1	4	47937994	48018689	47917994	48038689	0	0	0	0	0	0	613	0.007596505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950	0.011772724	0	0	0	150	3120	1	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	613	0.007596505	613	0.0075965	0
TEC	130710	0.974858481	174081	1	4	48137800	48271881	48117800	48291881	0	0	0	0	0	0	444	0.003311431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1608	0.011992751	1	0	0	205	3642	0.992641047	0	0	yes	yes	no	5	0	0	0	0	0	0	0	0	0	0	444	0.003311431	444	0.0033114	0
SGCB	17031	0.958089559	57776	1	4	52886872	52904648	52866872	52924648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0.01890189	0	0	0	27	4425	1	0	0	yes	no	yes	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP46	67502	0.987391025	108364	1	4	53457138	53525502	53437138	53545502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0.004724709	0	0	0	9	8239	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FIP1L1	898038	0.978650413	957629	1	4	54243810	55161439	54223810	55181439	0	0	0	0	0	0	2229	0.002429086	0	0	0	0	0	0	0	0	0	0	0	0	8736	0.009520187	62047	0.067616651	3	0	0	1424	2180	0.988213962	0	0	yes	yes	no	1	0	0	0	0	0	0	0	0	0	0	2229	0.002429086	2229	0.0024291	0
CHIC2	53737	0.9787982	94901	1	4	54875956	54930857	54855956	54950857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5438	0.099051019	0	0	0	55	1084	0.912457912	0	0	yes	yes	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDGFRA	67272	0.972841649	109150	1	4	55095264	55164414	55075264	55184414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7206	0.104208243	12509	0.180896602	0	0	0	56	6553	1	0	0	yes	yes	yes	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIT	81836	0.988405237	122796	1	4	55524085	55606881	55504085	55626881	0	0	0	0	0	0	416	0.005024397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0.002451809	0	0	0	132	5152	0.997483059	0	0	yes	yes	yes	5	0	0	0	0	0	0	0	0	0	0	416	0.005024397	416	0.0050244	0
KDR	47009	0.99781372	87112	1	4	55944644	55991756	55924644	56011756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1.49E-04	0	0	0	76	5801	1	0	0	yes	yes	no	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRD5A3	25841	0.957535109	66987	1	4	56212276	56239263	56192276	56259263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5503	0.203912995	5671	0.210138215	0	0	0	21	4054	0.96869773	0	0	yes	no	no	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM165	54465	0.948206825	97440	1	4	56262124	56319564	56242124	56339564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0.006389276	0	0	0	71	1922	1	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLOCK	117278	0.983587034	159235	1	4	56294070	56413305	56274070	56433305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	0.004990146	0	0	0	143	11104	0.981699231	0	0	yes	no	no	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMU	40319	0.972268441	81469	1	4	56461396	56502865	56441396	56522865	0	0	0	0	0	0	440	0.010610335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6035	0.145530396	0	0	0	67	806	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	440	0.010610335	440	0.0106103	0
CEP135	83460	0.987785826	124492	1	4	56815037	56899529	56795037	56919529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0.003479619	0	0	0	67	5536	1	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRP72	36368	0.989390065	76758	1	4	57333081	57369839	57313081	57389839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1890	0.051417379	2388	0.06496545	0	0	0	5	3964	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGFBP7	78441	0.985291162	119612	1	4	57896939	57976551	57876939	57996551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0.001381701	0	0	0	195	1810	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHA5	344559	0.981839787	390932	1	4	66185281	66536213	66165281	66556213	0	0	0	0	0	0	1971	0.005616473	0	0	0	0	0	0	0	0	0	0	0	0	1023	0.002915095	7208	0.020539592	5	0	0	554	8248	1	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	1971	0.005616473	1971	0.0056165	0
GNRHR	14928	0.993081426	55032	1	4	68605046	68620078	68585046	68640078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	7.98E-04	0	0	0	20	2161	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B17	25940	0.827617012	4864	0.058183906	4	69402902	69434245	69370648	69454245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31343	1	31343	1	2	0	0	25	1136	0.548527282	0	0	yes	no	no	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B15	22466	0.936161347	68350	0.999312835	4	69512348	69536346	69487949	69556346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23998	1	23998	1	0	0	0	47	1921	0.927571222	0	0	yes	no	yes	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
UGT2B10	15042	0.989409985	97973	1	4	69681711	69696914	69621553	69719526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15203	1	15203	1	0	0	0	34	0	0	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B7	59004	0.957484097	189167	0.923770736	4	69917081	69978705	69897081	70101858	0	0	0	0	0	0	1445	0.023448656	0	0	0	0	0	0	0	0	0	0	0	0	12508	0.202972868	13214	0.214429443	1	0	0	269	1757	0.934077618	0	0	yes	no	no	4	0	0	0	0	0	0	0	0	0	0	1445	0.023448656	1445	0.0234487	0
UGT2B28	9276	0.63748196	0	0	4	70146217	70160768	70102650	70184558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14551	1	14551	1	0	0	0	7	676	0.370005473	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B4	44673	0.974350586	85849	1	4	70345883	70391732	70325883	70411732	0	0	0	0	0	0	339	0.007393836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0.002355558	0	0	0	178	2097	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	339	0.007393836	339	0.0073938	0
UGT2A1	55403	0.854588925	104830	1	4	70454135	70518965	70434135	70538965	59130	0.912077742	0	0	0	0	8616	0.132901435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3112	0.048002468	2	1	188	148	3363	0.986217009	3408	0.99941349	yes	no	no	2	0	2	188	59130	0.912077742	1	3408	0.99941349	2	0	8616	0.132901435	8616	0.1329014	0
UGT2A2	41901	0.817979502	91225	1	4	70454135	70505360	70434135	70525360	45525	0.888726208	0	0	0	0	8616	0.168199122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3112	0.060751586	2	1	166	128	2560	1	2560	1	yes	no	no	1	0	1	166	45525	0.888726208	1	2560	1	1	0	8616	0.168199122	8616	0.1681991	0
UGT2A1	54628	0.8528296	104055	1	4	70454912	70518967	70434912	70538967	58353	0.910982749	0	0	0	0	8616	0.134509406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3112	0.048583249	2	1	187	147	3363	0.986217009	3408	0.99941349	yes	no	no	2	0	2	187	58353	0.910982749	1	3408	0.99941349	2	0	8616	0.134509406	8616	0.1345094	0
CSN1S1	15388	0.993415107	55490	1	4	70796799	70812289	70776799	70832289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2.58E-04	0	0	0	19	966	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSN2	5751	1	45751	1	4	70820974	70826725	70800974	70846725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0.010954617	0	0	0	8	1059	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTN3	8000	0.984615385	50825	1	4	70894130	70902255	70874130	70924955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8125	1	8125	1	0	0	0	16	1022	0.944547135	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ODAM	8080	1	48080	1	4	71062213	71070293	71042213	71090293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1308	1	0	0	yes	no	no	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC7	51536	0.981544615	92505	1	4	71296209	71348714	71276209	71368714	0	0	0	0	0	0	969	0.018455385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2812	0.053556804	1	0	0	112	1800	0.650054171	0	0	yes	no	no	2	1	0	0	0	0	0	0	0	0	0	969	0.018455385	969	0.0184554	0
AMBN	15032	1	55032	1	4	71457973	71473005	71437973	71493005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0.0064529	0	0	0	43	1992	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENAM	56871	0.979318777	98072	1	4	71494461	71552533	71474461	71572533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	787	0.013552142	0	0	0	10	5670	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCK	37827	0.985694184	78376	1	4	71858255	71896631	71838255	71916631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4035	0.10514384	0	0	0	50	2709	1	0	0	yes	no	no	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A4	381634	0.991769772	424801	1	4	72053003	72437804	72033003	72457804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8734	0.022697446	0	0	0	383	7984	1	0	0	yes	no	no	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPFFR2	114019	0.980698933	156263	1	4	72897521	73013784	72877521	73033784	0	0	0	0	0	0	321	0.002760982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5268	0.045311062	1	0	0	363	2204	0.973928414	0	0	yes	no	no	4	0	0	0	0	0	0	0	0	0	0	321	0.002760982	321	0.002761	0
ALB	24196	0.995802124	64298	1	4	74262831	74287129	74242831	74307129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0.003827476	0	0	0	27	2248	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFP	23272	0.92954146	65036	1	4	74296855	74321891	74276855	74341891	24787	0.990054322	0	0	0	0	506	0.020210896	0	0	1000	0.039942483	0	0	0	0	0	0	0	0	0	0	596	0.02380572	1	1	34	28	2331	0.944106926	2469	1	yes	no	no	4	0	4	34	24787	0.990054322	1	2469	1	4	0	1506	0.060153379	1506	0.0601534	0
CXCL5	3137	1	43137	1	4	74861359	74864496	74841359	74884496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2534	1	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4orf26	9688	0.984853106	49837	1	4	76481258	76491095	76461258	76511095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0.039646234	0	0	0	0	1915	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARB2	54937	0.996029444	95156	1	4	77079890	77135046	77059890	77155046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3.63E-05	0	0	0	40	4751	1	0	0	yes	no	yes	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHROOM3	342709	0.984363197	388153	1	4	77356253	77704406	77336253	77724406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2759	0.007924677	0	0	0	550	10933	0.993096557	0	0	yes	no	no	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRAS1	470269	0.966241969	526699	1	4	78978724	79465423	78958724	79485423	0	0	0	0	0	0	10701	0.021986895	0	0	0	0	0	0	0	0	0	0	0	0	1912	0.003928506	37487	0.077022965	6	0	0	846	13251	1	0	0	yes	no	no	11	0	0	0	0	0	0	0	0	0	0	10701	0.021986895	10701	0.0219869	0
ANTXR2	217646	0.970312744	264305	1	4	80822303	81046608	80802303	81066608	0	0	0	0	0	0	331	0.001475669	0	0	4000	0.017832862	0	0	0	0	0	0	0	0	4527	0.020182341	17792	0.079320568	1	0	0	120	8347	0.996656716	0	0	yes	no	no	9	0	0	0	0	0	0	0	0	0	0	4331	0.019308531	4331	0.0193085	0
FGF5	69555	0.992494399	110081	1	4	81187753	81257834	81167753	81277834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1745	0.024899759	0	0	0	94	5375	1	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP3	26206	0.986448844	66566	1	4	81952119	81978685	81932119	81998685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	5608	0.978537777	0	0	yes	no	no	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKG2	125392	0.992174457	166381	1	4	82009837	82136218	81989837	82156218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11390	0.090124307	0	0	0	17	3443	1	0	0	yes	no	no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COQ2	23096	0.987937377	63378	1	4	84182689	84206067	84162689	84226067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	1634	1	0	0	yes	no	yes	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM175A	59355	0.95106475	102409	1	4	84382092	84444501	84362092	84464501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1948	0.031213447	2464	0.039481485	0	0	0	122	2839	0.992657343	0	0	yes	no	no	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDFY3	293462	0.988620132	336840	1	4	85590704	85887544	85570704	85907544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4755	0.016018731	0	0	0	216	14179	1	0	0	yes	no	no	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP24	512488	0.971438103	567556	1	4	86396267	86923823	86376267	86943823	0	0	0	0	0	0	5383	0.010203656	0	0	2000	0.003791067	0	0	0	0	0	0	0	0	0	0	19042	0.036094746	8	0	0	1012	5534	0.974467336	0	0	yes	no	no	2	0	0	0	0	0	0	0	0	0	0	7383	0.013994723	7383	0.0139947	0
MAPK10	570179	0.984751506	607236	0.980982475	4	86936276	87515284	86916276	87535284	0	0	0	0	0	0	1293	0.00223313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32392	0.055943959	3	0	0	995	5394	1	0	0	yes	no	no	5	0	0	0	0	0	0	0	0	0	0	1293	0.00223313	1293	0.0022331	1
PTPN13	208765	0.945253921	260856	1	4	87515468	87736324	87495468	87756324	0	0	0	0	0	0	8631	0.039079762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10730	0.048583693	1	0	0	543	8525	1	0	0	no	yes	no	10	0	0	0	0	0	0	0	0	0	0	8631	0.039079762	8631	0.0390798	0
AFF1	197027	0.956200377	246052	1	4	87856154	88062206	87836154	88082206	0	0	0	0	0	0	1902	0.00923068	0	0	0	0	0	0	0	0	0	0	0	0	1817	0.008818162	4346	0.021091763	1	0	0	324	9445	0.97371134	0	0	no	yes	no	14	0	0	0	0	0	0	0	0	0	0	1902	0.00923068	1902	0.0092307	0
DSPP	5156	0.61520105	48381	1	4	88529681	88538062	88509681	88558062	6128	0.731177664	0	0	0	0	3225	0.38479895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0.00572724	0	0	6	5	1243	0.284569597	2115	0.484203297	yes	no	yes	1	0	2	6	6128	0.731177664	0	2115	0.484203297	2	0	3225	0.38479895	3225	0.3847989	0
