gene	mandelker	cosmic	high_priority	bp_HG002_v4.2.1	fraction_HG002_v4.2.1	bp_hifiasm_dip.bed	fraction_hifiasm_dip.bed	chrom	start	end	start_coordinates_plus_segdups_plus_flanking	end_coordinates_plus_segdups_plus_flanking	bp_exon_covered_v4.2.1	fraction_exon_covered_v4.2.1	bp_MRG_benchmark_bed	fraction_MRG_benchmark_bed	bp_exon_covered_MRG_benchmark	fraction_exon_covered_MRG_benchmark	bp_in_AllRepeats_gt_10kb	fraction_in_AllRepeats_gt_10kb	bp_in_reference_gaps_stratification	fraction_in_reference_gaps_stratification	bp_in_Tier1andTier2_SV_0.6_slop150_stratification	fraction_in_Tier1andTier2_SV_0.6_slop150_stratification	bp_in_illumina_ccs_ont_cnv_stratification	fraction_in_illumina_ccs_ont_cnv_stratification	bp_in_ccs_ont_elliptical_outlier_cnv_stratification	fraction_in_ccs_ont_elliptical_outlier_cnv_stratification	bp_in_assembly_cnv_stratification	fraction_in_assembly_cnv_stratification	bp_in_vdj_stratification	fraction_in_vdj_stratification	bp_in_inversions_stratification	fraction_in_inversions_stratification	bp_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	fraction_in_segmental_duplications_gt5_percent_identity_gte_990_stratification	bp_in_segmental_duplications_stratification	fraction_in_segmental_duplications_stratification	bp_in_low_mappability_and_segmental_duplications_stratification	fraction_in_low_mappability_and_segmental_duplications_stratification	num_MRG_SV_v0.1_in_gene	num_MRG_SV_v0.1_benchmark_variants_in_exons	num_MRG_small_variant_v0.2_variants_in_gene	num_v4.2.1_small_variants_in_gene	num_v4.2.1_variants_in_exons	num_MRG_small_variant_v0.2_variants_in_exons	bp_MRG_small_variant_v0.03	fraction_MRG_small_variant_v0.03	num_MRG_small_variant_v0.03_variants_in_gene	num_MRG_SV_v0.02_SVs_in_gene	bp_exon_covered_MRG_small_variant_v0.03_benchmark	fraction_exon_covered_MRG_small_variant_v0.03_benchmark	num_MRG_small_variant_v0.03_variants_in_exons	num_MRG_SV_v0.02_variants_in_exons	bp_in_HG002_GIABv4.1_CNVsandSVs_stratification	fraction_in_HG002_GIABv4.1_CNVsandSVs_stratification	bp_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	fraction_in_HG002_GIABv4.1_complexandSVs_alldifficultregions_stratification	num_breaks_in_hifiasm_dip.bed_plus_segdups_plus_flanking
GLI1	no	yes	no	12226	0.979412	52483	1	chr12	57459785	57472268	57439785	57492268	3703	0.93510101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	4	0	0	0	0	0	0	0	0	0	0	0	1764	0.1413122	0
ARHGAP9	yes	no	no	15993	0.9663444	56550	1	chr12	57472264	57488814	57452264	57508814	3205	0.999376364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0.012024169	0	0	0	30	2	0	0	0	0	0	0	0	0	0	0	0	3190	0.1927492	0
DDIT3	no	yes	no	5046	0.9799961	45149	1	chr12	57516588	57521737	57496588	57541737	1303	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	770	0.1495436	0
KIF5A	yes	no	no	34908	0.9540572	76589	1	chr12	57550044	57586633	57530044	57606633	5606	0.974956522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0.004946842	0	0	0	24	3	0	0	0	0	0	0	0	0	0	0	0	5067	0.1384842	0
SLC26A10	yes	no	no	6624	1	46624	1	chr12	57619527	57626151	57599527	57646151	2394	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1408	0.2125604	0
B4GALNT1	yes	no	no	9830	1	49830	1	chr12	57623409	57633239	57603409	57653239	6308	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2378	0.2419125	0
CDK4	yes	yes	yes	7896	0.9529327	48286	1	chr12	57747727	57756013	57727727	57776013	1857	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.21E-04	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2160	0.2606807	0
CYP27B1	yes	no	no	6652	1	46652	1	chr12	57762334	57768986	57742334	57788986	2363	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0.001202646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1348	0.2026458	0
TSFM	yes	no	yes	24370	0.9628605	65310	1	chr12	57782761	57808071	57762761	57828071	2155	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0.012643224	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2519	0.0995259	0
LRIG3	no	yes	no	48249	0.9974366	88373	1	chr12	58872149	58920522	58852149	58940522	4170	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1456	0.030099436	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	5323	0.1100407	0
USP15	yes	no	no	156286	0.9948629	197093	1	chr12	62260338	62417431	62240338	62437431	16539	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1202	0.007651519	0	0	0	121	13	0	0	0	0	0	0	0	0	0	0	0	24559	0.1563341	0
AVPR1A	yes	no	no	8442	1	48442	1	chr12	63142759	63151201	63122759	63171201	6220	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.37E-04	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	1913	0.2266051	0
DPY19L2	yes	no	no	0	0	222829	1	chr12	63558913	63668939	63529638	63752467	0	0	109493	0.99515569	3954	1	0	0	0	0	110026	1	0	0	0	0	0	0	0	0	0	0	0	0	110026	1	110026	1	0	0	328	0	0	10	109493	0.99515569	328	0	3954	1	10	0	110026	1	110026	1	0
TBK1	yes	no	no	48499	0.9695534	90022	1	chr12	64452092	64502114	64432092	64522114	3020	0.992115637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0.005797449	0	0	0	29	2	0	0	0	0	0	0	0	0	0	0	0	7358	0.1470953	0
GNS	yes	no	no	43507	0.9460923	85986	1	chr12	64713445	64759431	64693445	64779431	5067	1	0	0	0	0	0	0	0	0	585	0.012721263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0.010198756	0	0	0	43	4	0	0	0	0	0	0	0	0	0	585	0.012721263	4917	0.1069238	0
WIF1	no	yes	no	69425	0.9822578	110679	1	chr12	65050626	65121305	65030626	65141305	1967	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0.002787249	0	0	0	87	1	0	0	0	0	0	0	0	0	0	0	0	7642	0.1081226	0
LEMD3	yes	no	no	77187	0.9798787	118772	1	chr12	65169583	65248355	65149583	65268355	4767	1	0	0	0	0	0	0	0	0	429	0.005446098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0.001828061	0	0	0	63	1	0	0	0	0	0	0	0	0	0	429	0.005446098	12710	0.1613518	0
MSRB3	yes	no	yes	210694	0.9901639	252787	1	chr12	65278643	65491430	65258643	65511430	5143	1	0	0	0	0	0	0	0	0	379	0.001781124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8845	0.041567389	0	0	0	247	5	0	0	0	0	0	0	0	0	0	379	0.001781124	31715	0.1490458	0
HMGA2	yes	yes	no	140960	0.9915309	182164	1	chr12	65824131	65966295	65804131	65986295	6158	0.964145921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1290	0.009074027	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	14484	0.1018823	0
IRAK3	yes	no	no	64815	0.9906461	105427	1	chr12	66189195	66254622	66169195	66274622	8316	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1232	0.018830147	0	0	0	58	6	0	0	0	0	0	0	0	0	0	0	0	8364	0.1278371	0
GRIP1	yes	no	no	704056	0.9755102	761731	1	chr12	66347431	67069162	66327431	67089162	4773	0.981291118	0	0	0	0	0	0	0	0	1487	0.002060324	0	0	8000	0.011084462	0	0	0	0	0	0	0	0	0	0	21884	0.030321546	0	0	0	1336	3	0	0	0	0	0	0	0	0	0	9487	0.013144787	83543	0.1157537	0
IFNG	yes	no	no	4972	1	44972	1	chr12	68154768	68159740	68134768	68179740	1207	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	631	0.1269107	0
MDM2	yes	yes	no	41268	0.9708062	82509	1	chr12	68808177	68850686	68788177	68870686	12351	0.978607083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2891	0.068009127	3412	0.080265356	0	0	0	26	7	0	0	0	0	0	0	0	0	0	0	0	10062	0.2367028	0
LYZ	yes	no	no	5582	0.9536989	45853	1	chr12	69348381	69354234	69328381	69374234	1384	0.931359354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0.030582607	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	871	0.1488126	0
YEATS4	no	no	yes	29998	0.9627086	71160	1	chr12	69359710	69390870	69339710	69410870	1494	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1553	0.049839538	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	5035	0.1615854	0
KCNMB4	yes	no	no	67195	0.9881327	108002	1	chr12	70366290	70434292	70346290	70454292	4714	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1082	0.015911297	0	0	0	80	4	0	0	0	0	0	0	0	0	0	0	0	5852	0.0860563	0
PTPRB	no	yes	no	118397	0.9738678	161574	1	chr12	70515866	70637440	70495866	70657440	12314	0.995875455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1934	0.015908007	0	0	0	263	8	0	0	0	0	0	0	0	0	0	0	0	13971	0.1149177	0
LGR5	yes	no	no	143330	0.9782816	186512	1	chr12	71439798	71586310	71419798	71606310	4565	1	0	0	0	0	0	0	0	0	1899	0.012961396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1298	0.008859343	0	0	0	145	3	0	0	0	0	0	0	0	0	0	1899	0.012961396	18722	0.1277848	0
TPH2	yes	no	no	242777	0.9798364	287773	1	chr12	71938845	72186618	71918845	72206618	2349	1	0	0	0	0	0	0	0	0	2905	0.011724441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6178	0.024934113	0	0	0	252	3	0	0	0	0	0	0	0	0	0	2905	0.011724441	27762	0.1120461	0
BBS10	yes	no	yes	3941	1	43941	1	chr12	76344474	76348415	76324474	76368415	3566	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	478	0.121289	0
ZDHHC17	yes	no	no	89224	0.9901896	130108	1	chr12	76763588	76853696	76743588	76873696	5240	0.999618466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	0.00548231	0	0	0	22	1	0	0	0	0	0	0	0	0	0	0	0	14144	0.1569672	0
OTOGL	yes	no	yes	275156	0.9780125	321342	1	chr12	80099537	80380879	80079537	80400879	NA	NA	0	0	NA	NA	0	0	0	0	1243	0.00441811	0	0	0	0	0	0	0	0	0	0	0	0	1133	0.004027127	20364	0.072381656	0	NA	0	447	NA	NA	0	0	0	0	NA	NA	NA	NA	1243	0.00441811	56110	0.199437	0
PTPRQ	yes	no	yes	262770	0.9448929	318095	1	chr12	80402178	80680273	80382178	80700273	7699	0.937074002	0	0	0	0	0	0	0	0	9060	0.032578795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22832	0.08210144	0	0	0	420	7	0	0	0	0	0	0	0	0	0	9060	0.032578795	71712	0.2578687	0
MYF6	yes	no	no	1840	1	41840	1	chr12	80707634	80709474	80687634	80729474	1326	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0.1538043	0
MYF5	yes	no	no	2759	1	42759	1	chr12	80716912	80719671	80696912	80739671	1537	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	0.163465	0
ALX1	yes	no	no	21564	1	61564	1	chr12	85280220	85301784	85260220	85321784	1328	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	5650	0.2620108	0
MGAT4C	yes	no	no	864601	0.9788992	909779	0.985422	chr12	85955666	86838904	85935666	86858904	26476	0.986548422	0	0	0	0	0	0	0	0	7493	0.008483557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32649	0.036965122	0	0	0	1039	37	0	0	0	0	0	0	0	0	0	7493	0.008483557	191148	0.2164173	1
CEP290	yes	no	no	91931	0.9877195	133074	1	chr12	88049014	88142088	88029014	88162088	7767	0.9996139	0	0	0	0	0	0	0	0	656	0.007048155	0	0	0	0	0	0	0	0	0	0	0	0	1146	0.012312783	1660	0.017835271	0	0	0	86	2	0	0	0	0	0	0	0	0	0	656	0.007048155	22330	0.2399166	0
TMTC3	yes	no	no	57120	0.9918216	97591	1	chr12	88142296	88199887	88122296	88219887	7178	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0.002083659	0	0	0	54	4	0	0	0	0	0	0	0	0	0	0	0	10388	0.1803754	0
KITLG	yes	no	no	87579	0.9945604	128058	1	chr12	88492793	88580851	88472793	88600851	5811	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1286	0.014604011	0	0	0	172	9	0	0	0	0	0	0	0	0	0	0	0	9500	0.1078834	0
EPYC	yes	no	no	41240	0.9974845	81344	1	chr12	90963682	91005026	90943682	91025026	1475	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0.00619195	0	0	0	74	1	0	0	0	0	0	0	0	0	0	0	0	8083	0.195506	0
KERA	yes	no	no	7492	1	47492	1	chr12	91050491	91057983	91030491	91077983	2159	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	1163	0.1552323	0
LUM	yes	no	no	8485	0.9571348	48865	1	chr12	91102629	91111494	91082629	91131494	2668	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0.003722504	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	1415	0.1596165	0
DCN	yes	no	no	41692	0.9846953	82340	1	chr12	91140484	91182824	91120484	91202824	7173	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	636	0.015021256	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	8413	0.198701	0
BTG1	no	yes	no	5466	0.981681	45568	1	chr12	92140278	92145846	92120278	92165846	4525	0.977955479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1322	0.237428161	1322	0.237428161	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	2301	0.4132543	0
CRADD	yes	no	no	213620	0.982319	257465	1	chr12	93677375	93894840	93657375	93914840	2610	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1092	0.005021498	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	18316	0.0842251	0
NDUFA12	yes	no	no	101223	0.9487314	146693	1	chr12	94897055	95003748	94877055	95023748	497	0.865853659	0	0	0	0	0	0	0	0	2607	0.024434593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1241	0.011631503	0	0	0	369	0	0	0	0	0	0	0	0	0	0	2607	0.024434593	13483	0.1263719	0
USP44	no	yes	no	33688	0.9648299	74916	1	chr12	95516560	95551476	95496560	95571476	4364	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	676	0.019360752	0	0	0	50	8	0	0	0	0	0	0	0	0	0	0	0	5200	0.1489289	0
HAL	yes	no	no	23490	0.9910138	63703	1	chr12	95972662	95996365	95952662	96016365	3892	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	8.02E-04	0	0	0	49	2	0	0	0	0	0	0	0	0	0	0	0	1463	0.0617221	0
ELK3	yes	no	no	73604	0.9755464	115449	1	chr12	96194375	96269824	96174375	96289824	4088	0.974261201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0.001815796	0	0	0	103	2	0	0	0	0	0	0	0	0	0	0	0	6816	0.0903392	0
RMST	yes	no	no	165552	0.9881873	207531	1	chr12	97430884	97598415	97410884	97618415	NA	NA	0	0	NA	NA	0	0	0	0	619	0.003694839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1099	0.00655998	0	NA	0	85	NA	NA	0	0	0	0	NA	NA	NA	NA	619	0.003694839	16577	0.0989489	0
TMPO	yes	no	no	34023	0.9757937	74867	1	chr12	98515512	98550379	98495512	98570379	7044	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0.004416784	0	0	0	44	2	0	0	0	0	0	0	0	0	0	0	0	4978	0.1427711	0
SLC25A3	yes	no	no	12605	0.9856897	52788	1	chr12	98593591	98606379	98573591	98626379	6304	0.978578081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0.008132624	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	1474	0.1152643	0
IKBIP	yes	no	no	29991	0.9458497	71708	1	chr12	98613405	98645113	98593405	98665113	4159	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0.01280434	0	0	0	51	6	0	0	0	0	0	0	0	0	0	0	0	5779	0.1822568	0
ANKS1B	yes	no	no	1242662	0.987653	1298197	1	chr12	98726457	99984654	98706457	100004654	7209	0.976961648	0	0	0	0	0	0	0	0	615	4.89E-04	0	0	0	0	0	0	0	0	0	0	0	0	3027	0.002405824	26601	0.021142158	0	0	0	1403	5	0	0	0	0	0	0	0	0	0	615	0.000488795	145327	0.1155042	0
SLC17A8	yes	no	yes	63618	0.9790246	104981	1	chr12	100357074	100422055	100337074	100442055	3972	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0.006001754	0	0	0	90	3	0	0	0	0	0	0	0	0	0	0	0	6265	0.0964128	0
NR1H4	yes	no	no	89581	0.9875973	130706	1	chr12	100473708	100564414	100453708	100584414	3188	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1606	0.017705554	0	0	0	37	1	0	0	0	0	0	0	0	0	0	0	0	10261	0.1131237	0
MYBPC1	yes	no	no	115592	0.9822987	157675	1	chr12	101568353	101686028	101548353	101706028	4225	1	0	0	0	0	0	0	0	0	301	0.002557893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1778	0.015109412	0	0	0	132	5	0	0	0	0	0	0	0	0	0	301	0.002557893	14854	0.126229	0
SYCP3	yes	no	no	10580	0.9774575	50824	1	chr12	101728648	101739472	101708648	101759472	1117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0.003787879	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2725	0.2517554	0
GNPTAB	yes	no	yes	82537	0.9657969	125460	1	chr12	101745499	101830959	101725499	101850959	5699	1	0	0	0	0	0	0	0	0	775	0.00906857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	0.00517201	0	0	0	74	2	0	0	0	0	0	0	0	0	0	775	0.00906857	8943	0.1046454	0
IGF1	yes	no	no	84212	0.9806917	125870	1	chr12	102395874	102481744	102375874	102501744	7499	0.986580713	0	0	0	0	0	0	0	0	374	0.004355421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2220	0.025853034	0	0	0	59	4	0	0	0	0	0	0	0	0	0	374	0.004355421	8219	0.0957144	0
PAH	yes	no	yes	117976	0.9708281	161521	1	chr12	102836889	102958410	102816889	102978410	3746	1	0	0	0	0	0	0	0	0	2336	0.019223015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3804	0.031303232	0	0	0	130	3	0	0	0	0	0	0	0	0	0	2336	0.019223015	16272	0.1339028	0
ASCL1	yes	no	no	2736	0.9637196	42839	1	chr12	102957674	102960513	102937674	102980513	2376	0.958450988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	1179	0.4152871	0
CHST11	no	yes	no	302868	0.9874445	346719	1	chr12	104455295	104762014	104435295	104782014	5731	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2892	0.009428826	0	0	0	566	11	0	0	0	0	0	0	0	0	0	0	0	25354	0.082662	0
NUAK1	yes	no	no	76108	0.9923722	116693	1	chr12	106063340	106140033	106043340	106160033	6684	0.979914968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	2.87E-04	0	0	0	69	6	0	0	0	0	0	0	0	0	0	0	0	4762	0.0620917	0
POLR3B	yes	no	no	150207	0.985287	192450	1	chr12	106357748	106510198	106337748	106530198	4295	1	0	0	0	0	0	0	0	0	320	0.002099049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12815	0.084060348	0	0	0	86	3	0	0	0	0	0	0	0	0	0	320	0.002099049	25214	0.1653919	0
SART3	yes	no	no	37925	0.9678202	79186	1	chr12	108522214	108561400	108502214	108581400	4135	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0.002322258	0	0	0	87	5	0	0	0	0	0	0	0	0	0	0	0	2752	0.0702292	0
ISCU	yes	no	no	6802	1	46802	1	chr12	108562582	108569384	108542582	108589384	1973	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	5	0	0	0	0	0	0	0	0	0	0	0	305	0.0448398	0
SSH1	yes	no	no	77736	0.9790552	119399	1	chr12	108778191	108857590	108758191	108877590	13611	0.994883415	0	0	0	0	0	0	0	0	702	0.008841421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0.005906875	0	0	0	57	5	0	0	0	0	0	0	0	0	0	702	0.008841421	8522	0.1073313	0
DAO	yes	no	no	40098	0.9521978	82111	1	chr12	108858932	108901043	108838932	108921043	1683	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0.008477595	0	0	0	64	1	0	0	0	0	0	0	0	0	0	0	0	5860	0.139156	0
UNG	yes	no	no	12773	0.9535648	53395	1	chr12	109097597	109110992	109077597	109130992	2324	0.986836518	0	0	0	0	0	0	0	0	379	0.02829414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0.001642404	0	0	0	9	0	0	0	0	0	0	0	0	0	0	379	0.02829414	2252	0.1681224	0
ACACB	yes	no	no	145166	0.9573636	191631	1	chr12	109116595	109268226	109096595	109288226	9307	1	0	0	0	0	0	0	0	0	2432	0.016038937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	953	0.006284994	0	0	0	219	10	0	0	0	0	0	0	0	0	0	2432	0.016038937	17338	0.1143434	0
UBE3B	yes	no	no	58978	0.9945197	99303	1	chr12	109477402	109536705	109457402	109556705	6468	0.992938287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0.006053657	0	0	0	42	4	0	0	0	0	0	0	0	0	0	0	0	5082	0.0856955	0
MMAB	yes	no	yes	19160	0.9645104	59865	1	chr12	109553715	109573580	109533715	109593580	3691	0.904435187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	8	0	0	0	0	0	0	0	0	0	0	0	2567	0.1292222	0
MVK	yes	no	no	24528	0.9862485	64870	1	chr12	109573255	109598125	109553255	109618125	2824	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	0.023723361	0	0	0	25	1	0	0	0	0	0	0	0	0	0	0	0	3631	0.1459992	0
TRPV4	yes	no	no	49632	0.9864059	90316	1	chr12	109783085	109833401	109763085	109853401	3280	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0.002663169	0	0	0	62	2	0	0	0	0	0	0	0	0	0	0	0	8572	0.1703633	0
ATP2A2	yes	no	no	68145	0.9688358	110337	1	chr12	110280756	110351093	110260756	110371093	8406	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0.003341058	0	0	0	37	1	0	0	0	0	0	0	0	0	0	0	0	7360	0.1046391	0
ARPC3	yes	no	no	14570	0.9340342	55599	1	chr12	110434823	110450422	110414823	110470422	892	0.949946752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	855	0.054811206	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	3359	0.2153343	0
TCTN1	yes	no	no	35048	0.9899726	75403	1	chr12	110614027	110649430	110594027	110669430	2376	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0.002739881	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	3453	0.0975341	0
MYL2	yes	no	yes	10520	0.9902108	50624	1	chr12	110910819	110921443	110890819	110941443	776	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	964	0.090738	0
SH2B3	yes	yes	no	44951	0.9836105	85700	1	chr12	111405923	111451623	111385923	111471623	5540	0.991410165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0.004070022	0	0	0	28	2	0	0	0	0	0	0	0	0	0	0	0	9924	0.2171554	0
ATXN2	yes	no	no	148656	0.9517578	196191	1	chr12	111443485	111599676	111423485	111619676	4501	0.947578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2311	0.014795987	0	0	0	115	2	0	0	0	0	0	0	0	0	0	0	0	25033	0.1602717	0
ACAD10	yes	no	no	66331	0.9335294	111054	1	chr12	111686053	111757107	111666053	111777107	4077	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2461	0.034635629	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	11003	0.1548541	0
