Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000109861	88026760	88070955	11	CTSC
ENSG00000181785	55797895	55798869	11	OR5AS1
ENSG00000172154	55860753	55861762	11	OR8I2
ENSG00000181767	55872519	55873457	11	OR8H2
ENSG00000181761	55889849	55890787	11	OR8H3
ENSG00000167822	55904247	55905194	11	OR8J3
ENSG00000181752	55926870	55927793	11	OR8K5
ENSG00000174957	55944094	55945032	11	OR5J2
ENSG00000254658	55978334	55979298	11	OR8J2
ENSG00000181718	55999490	56000737	11	OR5T2
ENSG00000172489	56019676	56020698	11	OR5T3
ENSG00000181698	56043029	56044146	11	OR5T1
ENSG00000181693	56057529	56058566	11	OR8H1
ENSG00000181689	56085783	56086721	11	OR8K3
ENSG00000150261	56113421	56114507	11	OR8K1
ENSG00000172487	56127691	56128764	11	OR8J1
ENSG00000172199	56143100	56144029	11	OR8U1
ENSG00000272987	56180172	56181156	11	OR5AL1
ENSG00000174942	56184734	56185708	11	OR5R1
ENSG00000150269	56229945	56230877	11	OR5M9
ENSG00000174937	56236964	56238014	11	OR5M3
ENSG00000181371	56257825	56258871	11	OR5M8
ENSG00000255223	56309746	56310757	11	OR5M11
ENSG00000254834	56344212	56345263	11	OR5M10
ENSG00000255012	56380031	56380978	11	OR5M1
ENSG00000172464	56408942	56409947	11	OR5AP2
ENSG00000172459	56431138	56432163	11	OR5AR1
ENSG00000168959	88237744	88799113	11	GRM5
ENSG00000077498	88910620	89028927	11	TYR
ENSG00000174914	56467864	56468781	11	OR9G1
ENSG00000172457	56510303	56511287	11	OR9G4
ENSG00000241356	56587052	56587980	11	OR5G3
ENSG00000181273	56756347	56757342	11	OR5AK2
ENSG00000183908	56949221	56959191	11	LRRC55
ENSG00000134817	57001051	57004709	11	APLNR
ENSG00000149115	57067112	57092426	11	TNKS1BP1
ENSG00000149136	57093459	57103351	11	SSRP1
ENSG00000109991	57105848	57138073	11	P2RX3
ENSG00000156575	57144242	57148623	11	PRG3
ENSG00000186652	57154267	57158130	11	PRG2
ENSG00000254979	57154838	57191532	11	RP11-872D17.8
ENSG00000183715	132284871	133402414	11	OPCML
ENSG00000086991	89057524	89322779	11	NOX4
ENSG00000166118	133710526	133715433	11	SPATA19
ENSG00000134802	57174427	57195053	11	SLC43A3
ENSG00000080854	133778459	133826880	11	IGSF9B
ENSG00000166086	133938820	134021896	11	JAM3
ENSG00000186907	57228022	57245007	11	RTN4RL2
ENSG00000151503	134020014	134095348	11	NCAPD3
ENSG00000149150	57252007	57283259	11	SLC43A1
ENSG00000134809	57295936	57298276	11	TIMM10
ENSG00000214414	89443467	89451040	11	TRIM77
ENSG00000168930	89530823	89541743	11	TRIM49
ENSG00000214872	57308979	57318108	11	SMTNL1
ENSG00000189253	89602450	89609185	11	TRIM64B
ENSG00000156587	57319129	57335757	11	UBE2L6
ENSG00000223417	89644279	89654935	11	TRIM49D1
ENSG00000204449	89764274	89806558	11	TRIM49C
ENSG00000151502	134094539	134117686	11	VPS26B
ENSG00000149131	57364860	57382326	11	SERPING1
ENSG00000077616	89864683	89926062	11	NAALAD2
ENSG00000151500	134118173	134123264	11	THYN1
ENSG00000151498	134123389	134135749	11	ACAD8
ENSG00000110172	89934328	89956532	11	CHORDC1
ENSG00000166793	57412560	57417417	11	YPEL4
ENSG00000172409	57416465	57429340	11	CLP1
ENSG00000156599	57435219	57468659	11	ZDHHC5
ENSG00000156603	57471186	57479693	11	MED19
ENSG00000166105	134144139	134189458	11	GLB1L3
ENSG00000213593	57480072	57508445	11	TMX2
ENSG00000254462	57480077	57559058	11	TMX2-CTNND1
ENSG00000165323	92085262	92629618	11	FAT3
ENSG00000134640	92702886	92718232	11	MTNR1B
ENSG00000180773	92877341	92931130	11	SLC36A4
ENSG00000149328	134201768	134248235	11	GLB1L2
ENSG00000109956	134248398	134281812	11	B3GAT1
ENSG00000268936	134855246	134856693	11	AP003062.1
ENSG00000253826	75780	76143	11	RP11-304M2.1
ENSG00000224777	86649	87586	11	OR4F2P
ENSG00000254468	121279	125784	11	RP11-304M2.6
ENSG00000270921	123312	126123	11	CICP23
ENSG00000230724	127115	139612	11	LINC01001
ENSG00000255229	129279	186136	11	RP11-304M2.3
ENSG00000222225	152999	153102	11	RNU6-447P
ENSG00000232495	203485	204363	11	AC069287.1
ENSG00000254559	203623	205470	11	RP11-304M2.5
ENSG00000255026	287305	288987	11	RP11-326C3.2
ENSG00000255533	303856	304144	11	RP11-326C3.4
ENSG00000254910	310139	311141	11	RP11-326C3.7
ENSG00000251661	318640	325631	11	RP11-326C3.11
ENSG00000255089	321991	322426	11	RP11-326C3.10
ENSG00000270105	322186	322727	11	RP11-326C3.14
ENSG00000270030	325703	326294	11	RP11-326C3.13
ENSG00000255328	327171	330122	11	RP11-326C3.12
ENSG00000270972	333192	333688	11	RP11-326C3.15
ENSG00000243562	440406	440693	11	RN7SL838P
ENSG00000255237	462930	463899	11	RP13-317D12.3
ENSG00000254739	528907	529659	11	RP13-46H24.1
ENSG00000165325	93063137	93171653	11	CCDC67
ENSG00000254815	557595	560107	11	RP11-496I9.1
ENSG00000247095	565660	568457	11	MIR210HG
ENSG00000166002	93211638	93276674	11	SMCO4
ENSG00000199038	568089	568198	11	MIR210
ENSG00000255158	665910	678391	11	RP11-754B17.1
ENSG00000269915	708564	727047	11	AP006621.9
ENSG00000177236	780117	780755	11	AP006621.1
ENSG00000255142	781645	782105	11	AP006621.6
ENSG00000199785	811681	811814	11	SNORA52
ENSG00000255108	823634	832883	11	AP006621.8
ENSG00000250397	856880	859795	11	RP11-1391J7.1
ENSG00000166004	93394805	93463522	11	KIAA1731
ENSG00000222561	948421	948524	11	RNU6-1025P
ENSG00000264671	951295	951364	11	AP006477.1
ENSG00000254872	1049880	1055284	11	RP13-870H17.3
ENSG00000255177	1263491	1270906	11	RP11-532E4.2
ENSG00000255153	1330999	1331937	11	TOLLIP-AS1
ENSG00000233930	1592583	1620414	11	KRTAP5-AS1
ENSG00000231487	1683814	1684573	11	AP006285.7
ENSG00000205866	1686827	1689086	11	FAM99A
ENSG00000256528	1687097	1689085	11	AP006285.1
ENSG00000205865	1704499	1706859	11	FAM99B
ENSG00000227306	1709527	1710286	11	AP006285.6
ENSG00000235027	1781578	1783716	11	AC068580.6
ENSG00000229512	1784239	1784979	11	AC068580.5
ENSG00000265587	1785161	1785255	11	AC068580.1
ENSG00000230834	1798160	1799618	11	AC068580.7
ENSG00000230980	1813783	1814100	11	RPL36AP39
ENSG00000230080	1824119	1825325	11	AC139143.2
ENSG00000264493	1880694	1880766	11	MIR4298
ENSG00000249086	1885407	1887897	11	AC051649.12
ENSG00000229671	1923877	1929145	11	LINC01150
ENSG00000252187	1941339	1941488	11	AC051649.1
ENSG00000226416	2004467	2011150	11	MRPL23-AS1
ENSG00000232987	2012326	2014699	11	AC051649.6
ENSG00000130600	2016406	2022700	11	H19
ENSG00000240801	2150351	2151194	11	AC132217.4
ENSG00000207805	2155364	2155439	11	MIR483
ENSG00000099869	2161731	2169894	11	IGF2-AS
ENSG00000265258	2194293	2194368	11	MIR4686
ENSG00000207308	2342948	2343057	11	RNU6-878P
ENSG00000166012	93463114	93517557	11	TAF1D
ENSG00000182919	93474757	93497915	11	C11orf54
ENSG00000042429	93517393	93547861	11	MED17
ENSG00000214376	93551398	93583697	11	VSTM5
ENSG00000181333	93754527	93846917	11	HEPHL1
ENSG00000110218	93862094	93915138	11	PANX1
ENSG00000183560	94038759	94040887	11	FOLR4
ENSG00000123901	94110477	94134585	11	GPR83
ENSG00000020922	94152895	94227074	11	MRE11A
ENSG00000168876	94226795	94232749	11	ANKRD49
ENSG00000134627	94277006	94354587	11	PIWIL4
ENSG00000196371	94277017	94283063	11	FUT4
ENSG00000166025	94439597	94609918	11	AMOTL1
ENSG00000186280	94706845	94732682	11	KDM4D
ENSG00000235268	94758422	94760760	11	KDM4E
ENSG00000271885	94800361	94802388	11	SRSF8
ENSG00000149218	94822974	94865809	11	ENDOD1
ENSG00000149212	94898704	94965705	11	SESN3
ENSG00000077458	95502106	95523573	11	FAM76B
ENSG00000166037	95523129	95565857	11	CEP57
ENSG00000087053	95566046	95658479	11	MTMR2
ENSG00000184384	95709762	96076344	11	MAML2
ENSG00000149231	96085933	96123087	11	CCDC82
ENSG00000183340	96123153	96240738	11	JRKL
ENSG00000149972	98891683	100229616	11	CNTN5
ENSG00000165895	100558384	100862668	11	ARHGAP42
ENSG00000170647	100862811	100864663	11	TMEM133
ENSG00000082175	100900355	101001255	11	PGR
ENSG00000137672	101322295	101743293	11	TRPC6
ENSG00000187151	101761405	101787253	11	ANGPTL5
ENSG00000110318	101785746	101871789	11	KIAA1377
ENSG00000137691	101918174	101955291	11	C11orf70
ENSG00000137693	101981192	102104154	11	YAP1
ENSG00000023445	102188215	102210134	11	BIRC3
ENSG00000110330	102217942	102249401	11	BIRC2
ENSG00000152558	102267063	102341115	11	TMEM123
ENSG00000255482	102337986	102369532	11	RP11-315O6.2
ENSG00000137673	102391239	102401484	11	MMP7
ENSG00000137674	102447566	102496063	11	MMP20
ENSG00000255798	102552041	102554644	11	RP11-817J15.3
ENSG00000137675	102562218	102576537	11	MMP27
ENSG00000118113	102582526	102597781	11	MMP8
ENSG00000166670	102641234	102651359	11	MMP10
ENSG00000196611	102660651	102668891	11	MMP1
ENSG00000149968	102706532	102714534	11	MMP3
ENSG00000137745	102813724	102826463	11	MMP13
ENSG00000137692	102932805	102962944	11	DCUN1D5
ENSG00000187240	102980160	103350591	11	DYNC2H1
ENSG00000170962	103777914	104035107	11	PDGFD
ENSG00000170967	103907308	103909922	11	DDI1
ENSG00000204403	104756445	104769397	11	CASP12
ENSG00000205693	27915671	27924209	12	MANSC4
ENSG00000110958	57057127	57082159	12	PTGES3
ENSG00000166225	69864129	69973562	12	FRS2
ENSG00000173401	75728419	75764340	12	GLIPR1L1
ENSG00000087448	27932953	27955973	12	KLHL42
ENSG00000257863	92295234	92299963	12	RP11-587P21.3
ENSG00000245904	92539349	92583436	12	RP11-796E2.4
ENSG00000207924	54385522	54385631	12	MIR196A2
ENSG00000250133	54387594	54390569	12	HOXC-AS2
ENSG00000256650	15265297	15267632	12	RERG-IT1
ENSG00000255660	15304857	15308217	12	RERG-AS1
ENSG00000256283	15408147	15408757	12	RP11-365O10.1
ENSG00000243916	15592461	15593335	12	RP11-6K23.1
ENSG00000200105	15824641	15824744	12	RNU6-251P
ENSG00000255565	15933002	15935054	12	RP11-6B19.1
ENSG00000256627	15956098	15957092	12	RP11-6B19.3
ENSG00000135519	49932940	49952091	12	KCNH3
ENSG00000256953	15966427	15981208	12	RP11-6B19.2
ENSG00000256134	16124824	16125543	12	RP11-674J14.3
ENSG00000256238	16552208	16555340	12	RP11-473N11.2
ENSG00000174099	65672423	65882024	12	MSRB3
ENSG00000215923	16562189	16562265	12	AC007528.1
ENSG00000256450	16666379	16667305	12	RP11-424M22.1
ENSG00000087494	28111017	28125638	12	PTHLH
ENSG00000256564	16720345	16726874	12	RP11-424M22.3
ENSG00000255871	16846734	16848911	12	RP11-69C13.1
ENSG00000255740	16939696	16940779	12	RP11-239A17.1
ENSG00000184992	125478246	125515777	12	BRI3BP
ENSG00000256750	119196559	119199484	12	RP11-3L23.2
ENSG00000255618	119210837	119212942	12	RP11-357K6.1
ENSG00000255814	119256609	119271341	12	RP11-357K6.2
ENSG00000089127	113344582	113369990	12	OAS1
ENSG00000199809	119267486	119267610	12	RNA5SP374
ENSG00000256149	119287159	119346735	12	RP11-357K6.3
ENSG00000135486	54673977	54680872	12	HNRNPA1
ENSG00000081760	125549925	125627873	12	AACS
ENSG00000089250	117645947	117889975	12	NOS1
ENSG00000201042	119326239	119326369	12	SNORA38
ENSG00000239201	92562176	92562653	12	RPL21P106
ENSG00000199895	92564129	92564229	12	Y_RNA
ENSG00000266923	92815307	92877456	12	RP11-693J15.4
ENSG00000205056	92860227	92885867	12	RP11-693J15.5
ENSG00000258262	92924236	92925100	12	RP11-693J15.3
ENSG00000238865	92938668	92938763	12	snoU13
ENSG00000258012	93251855	93253049	12	RP11-603K19.1
ENSG00000244112	119431662	119431956	12	RN7SL508P
ENSG00000256031	119438581	119439647	12	RP11-364C11.3
ENSG00000257095	119468844	119554766	12	RP11-364C11.2
ENSG00000256884	119611870	119614289	12	RP11-64B16.3
ENSG00000166226	69979114	69995350	12	CCT2
ENSG00000257195	93277549	93278476	12	HNRNPA1P50
ENSG00000202534	93346415	93346521	12	RNU6-1329P
ENSG00000257345	93392994	93413596	12	RP11-511B23.1
ENSG00000257322	93397191	93609455	12	RP11-511B23.2
ENSG00000207365	93415382	93415488	12	Y_RNA
ENSG00000270506	93429037	93429520	12	RP11-511B23.4
ENSG00000250451	54392806	54393794	12	HOXC-AS1
ENSG00000256393	93477374	93477451	12	AC138123.2
ENSG00000257746	93484298	93501376	12	RP11-202G11.2
ENSG00000221617	93491027	93491120	12	AC138123.1
ENSG00000257210	93517839	93518319	12	NACAP3
ENSG00000258171	93568142	93575608	12	RP11-511B23.3
ENSG00000238361	93659405	93659508	12	snoU13
ENSG00000201502	93659793	93659872	12	SNORD74
ENSG00000196531	57106212	57125412	12	NACA
ENSG00000257512	93708585	93709717	12	RP11-486A14.1
ENSG00000257252	93710911	93771512	12	RP11-486A14.2
ENSG00000273046	54410894	54429145	12	RP11-834C11.14
ENSG00000260597	54413694	54416373	12	AC012531.25
ENSG00000207571	54427734	54427829	12	MIR615
ENSG00000248265	54452038	54516018	12	RP11-834C11.3
ENSG00000256609	119619853	119621064	12	RP11-64B16.4
ENSG00000187778	49950327	49961936	12	MCRS1
ENSG00000250654	54470622	54475687	12	RP11-834C11.7
ENSG00000249388	54475902	54496477	12	RP11-834C11.6
ENSG00000250432	54478916	54519776	12	RP11-834C11.5
ENSG00000213144	119632655	119633199	12	RP11-64B16.2
ENSG00000256311	119663639	119696822	12	RP11-64B16.5
ENSG00000181852	56598285	56615717	12	RNF41
ENSG00000248636	119825792	120105884	12	RP11-768F21.1
ENSG00000089234	112079950	112123790	12	BRAP
ENSG00000222647	120018597	120018700	12	AC002070.1
ENSG00000252886	120068895	120069191	12	RN7SKP197
ENSG00000221323	120151439	120151529	12	MIR1178
ENSG00000226729	120397228	120397558	12	RPL35AP30
ENSG00000272464	120486234	120486332	12	snoU13
ENSG00000255575	120494839	120494984	12	RP1-267D11.1
ENSG00000239073	93744392	93744492	12	snoU13
ENSG00000200011	93854501	93854602	12	Y_RNA
ENSG00000243015	93903263	93903544	12	RN7SL737P
ENSG00000258271	93923336	93923765	12	RP11-356O22.4
ENSG00000180481	75784850	75826468	12	GLIPR1L2
ENSG00000111331	113376157	113411054	12	OAS3
ENSG00000256211	17142060	17142870	12	RP11-1018J11.1
ENSG00000149948	66217911	66360075	12	HMGA2
ENSG00000266704	120593238	120593303	12	MIR4498
ENSG00000263913	120609843	120609930	12	AC004812.1
ENSG00000202146	54492975	54493086	12	Y_RNA
ENSG00000250742	54519882	54526627	12	RP11-834C11.4
ENSG00000255857	120639094	120650941	12	PXN-AS1
ENSG00000260470	54538853	54541009	12	RP11-834C11.11
ENSG00000257534	54555849	54558236	12	RP11-834C11.10
ENSG00000248576	54556923	54562379	12	RP11-834C11.8
ENSG00000272214	121407641	121410095	12	AC079602.1
ENSG00000111271	112123857	112194903	12	ACAD10
ENSG00000139278	75874460	75897633	12	GLIPR1
ENSG00000135100	121416346	121440315	12	HNF1A
ENSG00000123106	28286182	28732883	12	CCDC91
ENSG00000246985	93936239	93965544	12	SOCS2-AS1
ENSG00000139579	56615799	56623638	12	NABP2
ENSG00000265371	54625181	54625260	12	MIR3198-2
ENSG00000241785	54649415	54649694	12	RN7SL390P
ENSG00000257596	54656399	54672847	12	RP11-968A15.2
ENSG00000258344	54670415	54738867	12	RP11-968A15.8
ENSG00000207381	54711565	54711671	12	RNU6-950P
ENSG00000199122	54731000	54731098	12	MIR148B
ENSG00000264028	54738394	54738645	12	RN7SL744P
ENSG00000258137	54747445	54891472	12	RP11-753H16.3
ENSG00000240925	120685263	120685594	12	RPS20P31
ENSG00000197301	66245120	66275947	12	RP11-366L20.2
ENSG00000213235	17143604	17145017	12	EEF1A1P16
ENSG00000212358	17224332	17224439	12	RNU6-837P
ENSG00000242991	17274650	17275394	12	RPL7P40
ENSG00000076513	110436991	110477568	12	ANKRD13A
ENSG00000256896	17536286	17537581	12	PSMC1P8
ENSG00000256756	17553333	17553848	12	RP11-871F6.2
ENSG00000256994	17662287	17742926	12	RP11-871F6.3
ENSG00000256389	17742191	17768397	12	RP11-606D9.1
ENSG00000206662	17863868	17863980	12	Y_RNA
ENSG00000255892	18511377	18511901	12	RP11-459D22.2
ENSG00000255960	18577597	18578074	12	RP11-459D22.1
ENSG00000256138	18645985	18646657	12	RP11-127B1.1
ENSG00000255993	18845696	18847030	12	PSMC1P9
ENSG00000255648	18867729	18890812	12	RP11-361I14.2
ENSG00000227525	19241974	19242825	12	RPL7P6
ENSG00000123009	120719940	120720632	12	NME2P1
ENSG00000202538	120729566	120729706	12	RNU4-2
ENSG00000186076	94034598	94035362	12	RP11-887P2.3
ENSG00000258274	94101567	94131599	12	RP11-887P2.5
ENSG00000264978	94224852	94225146	12	RN7SL630P
ENSG00000258303	94229943	94231814	12	RP11-887P2.6
ENSG00000257283	94288741	94337379	12	RP11-1060G2.1
ENSG00000271382	94338817	94341589	12	RP11-1060G2.2
ENSG00000256844	19260788	19261117	12	RP11-282K24.2
ENSG00000171435	117890817	118406788	12	KSR2
ENSG00000253284	19300008	19307593	12	RP11-282K24.3
ENSG00000240993	19329225	19329523	12	RN7SL459P
ENSG00000243854	19456414	19456710	12	RN7SL67P
ENSG00000255909	19566087	19566395	12	RP11-841C19.3
ENSG00000258086	54747576	54860769	12	RP11-753H16.5
ENSG00000257477	54822087	54823187	12	LINC01154
ENSG00000257824	54936895	54937889	12	RP11-1049A21.2
ENSG00000257780	55001971	55004246	12	GLYCAM1
ENSG00000198056	57125380	57146157	12	PRIM1
ENSG00000174456	110465872	110511491	12	C12orf76
ENSG00000200795	120730900	120731040	12	RNU4-1
ENSG00000267942	66291518	66317967	12	AC090673.2
ENSG00000139233	66516842	66524548	12	LLPH
ENSG00000223126	94402515	94402823	12	RN7SKP263
ENSG00000257360	94533853	94535113	12	RP11-74K11.1
ENSG00000271462	19571861	19572095	12	RP11-841C19.4
ENSG00000200247	19598883	19598989	12	RNU6-254P
ENSG00000245205	19609178	19610582	12	EEF1A1P4
ENSG00000240328	19661838	19662179	12	RP11-841C19.1
ENSG00000200885	19877369	19877533	12	RNU1-146P
ENSG00000255910	19928385	20162871	12	RP11-405A12.2
ENSG00000256849	20094455	20095952	12	RP11-405A12.1
ENSG00000228144	66517697	66563765	12	TMBIM4
ENSG00000111445	118451393	118470935	12	RFC5
ENSG00000155957	66517709	66563852	12	TMBIM4
ENSG00000257634	55076757	55081218	12	RP11-850F7.7
ENSG00000185664	56347889	56367101	12	PMEL
ENSG00000270858	55196530	55197373	12	VDAC1P5
ENSG00000257870	55403530	55408031	12	RP11-616L12.1
ENSG00000196534	55509317	55510257	12	OR9K1P
ENSG00000257350	55516452	55517904	12	RP11-616L12.4
ENSG00000139540	56623833	56631630	12	SLC39A5
ENSG00000120805	101786898	101801598	12	ARL1
ENSG00000258035	94561782	94579820	12	RP11-74K11.2
ENSG00000111615	75890684	75905416	12	KRR1
ENSG00000258172	94665926	94670971	12	RP11-1105G2.4
ENSG00000244391	94754996	94755300	12	RN7SL330P
ENSG00000213250	94817520	94818745	12	RBMS2P1
ENSG00000257400	94885322	94890218	12	RP11-778J16.3
ENSG00000244091	94909252	94909536	12	RN7SL483P
ENSG00000258357	94914866	94915645	12	RP11-778J16.2
ENSG00000236349	94942017	94943312	12	SUCLG2P2
ENSG00000266099	94955565	94955635	12	MIR5700
ENSG00000257847	94984597	94984869	12	LSM3P2
ENSG00000216306	95227923	95228934	12	KRT19P2
ENSG00000224622	55552631	55553507	12	OR9R1P
ENSG00000227423	55587666	55588570	12	OR10U1P
ENSG00000252659	120751041	120751144	12	RNU6-1088P
ENSG00000213451	55656323	55657215	12	OR6C69P
ENSG00000205331	55677534	55706860	12	OR6C72P
ENSG00000239881	120807243	120809491	12	RPS27P25
ENSG00000230307	55705619	55706541	12	OR6C5P
ENSG00000208038	95228174	95228289	12	MIR492
ENSG00000257757	55736625	55737558	12	OR6C7P
ENSG00000257121	95494307	95494821	12	RP11-129B9.2
ENSG00000237774	95519536	95520165	12	RP11-129B9.1
ENSG00000202470	95669546	95669648	12	Y_RNA
ENSG00000257666	95680094	95680614	12	CBX3P5
ENSG00000203408	55770582	55771520	12	OR6C71P
ENSG00000256695	120827349	120833797	12	RP1-166H1.2
ENSG00000219355	120888240	120888606	12	RPL31P52
ENSG00000233606	55782229	55783158	12	OR6C66P
ENSG00000248008	120928131	120933743	12	DYNLL1-AS1
ENSG00000257414	55790124	55790481	12	OR6C73P
ENSG00000179899	55804263	55808633	12	PHC1P1
ENSG00000222601	120942374	120942462	12	Y_RNA
ENSG00000241030	120960467	120961246	12	RPL29P24
ENSG00000258763	55828521	55979255	12	RP11-110A12.2
ENSG00000242137	121031818	121032351	12	RPL11P5
ENSG00000256008	121067908	121079394	12	RP11-728G15.1
ENSG00000122970	110562140	110656602	12	IFT81
ENSG00000256364	121134927	121137344	12	RP11-173P15.3
ENSG00000256569	121159310	121161442	12	RP11-173P15.5
ENSG00000111335	113416200	113449528	12	OAS2
ENSG00000265455	121160996	121161069	12	MIR4700
ENSG00000139364	125671382	126146917	12	TMEM132B
ENSG00000255946	121178273	121199395	12	RP11-173P15.7
ENSG00000213137	121282913	121283450	12	ARF1P2
ENSG00000231313	121352203	121352926	12	CLIC1P1
ENSG00000221679	20125799	20125915	12	AC087237.1
ENSG00000256287	20167714	20251802	12	RP11-664H17.1
ENSG00000212535	95684468	95684575	12	RNU6-808P
ENSG00000256499	20273914	20282747	12	CTC-465D4.1
ENSG00000199172	95702196	95702289	12	MIR331
ENSG00000265917	95703699	95703760	12	MIR3685
ENSG00000256879	20514666	20523196	12	RP11-284H19.1
ENSG00000258313	95781666	95782334	12	RP11-167N24.5
ENSG00000131982	20602589	20603017	12	UBE2L2
ENSG00000257583	95782375	95799280	12	RP11-167N24.4
ENSG00000257943	95801711	95830604	12	RP11-167N24.3
ENSG00000256663	20704524	20705946	12	RP11-424C20.2
ENSG00000256157	20997999	20998194	12	RP11-80N2.2
ENSG00000256021	21600479	21601248	12	TCEB1P31
ENSG00000256615	21815247	21912966	12	RP11-59N23.3
ENSG00000255644	21912914	21919639	12	RP11-59N23.1
ENSG00000257022	21980144	22040891	12	RP11-729I10.2
ENSG00000255627	22161282	22161814	12	RP11-547L9.1
ENSG00000222544	95832513	95832619	12	RNU6-735P
ENSG00000241556	95861173	95861637	12	RP11-490G8.1
ENSG00000234670	55916377	55917201	12	OR6C64P
ENSG00000266016	55948779	55948866	12	AC009779.1
ENSG00000198812	70002351	70004942	12	LRRC10
ENSG00000272937	56005407	56006338	12	OR6U2P
ENSG00000212448	96011465	96011562	12	Y_RNA
