Gene stable ID	Gene start (bp)	Chromosome/scaffold name	Gene end (bp)	Gene name
ENSG00000099284	70052846	10	70112282	MACROH2A2
ENSG00000042286	70098223	10	70132934	AIFM2
ENSG00000156521	70137981	10	70146700	TYSND1
ENSG00000079332	70147289	10	70170523	SAR1A
ENSG00000229097	70163685	10	70164124	CALM2P2
ENSG00000232142	70198988	10	70199239	RPS25P9
ENSG00000180817	70202835	10	70233911	PPA1
ENSG00000148734	70247329	10	70284004	NPFFR1
ENSG00000172731	70298970	10	70382650	LRRC20
ENSG00000224725	70389426	10	70390626	CEP57L1P1
ENSG00000148730	70404145	10	70428618	EIF4EBP2
ENSG00000156574	70431936	10	70447951	NODAL
ENSG00000280401	70434829	10	70436556	AC022532.1
ENSG00000107719	70478767	10	70568450	PALD1
ENSG00000230661	70485336	10	70486325	YY1P1
ENSG00000180644	70597348	10	70602759	PRF1
ENSG00000138316	70672506	10	70762441	ADAMTS14
ENSG00000166220	70771239	10	70785401	TBATA
ENSG00000231366	70794230	10	70794523	RPS26P40
ENSG00000166224	70815948	10	70881184	SGPL1
ENSG00000166228	70882280	10	70888565	PCBD1
ENSG00000285300	70927055	10	71077810	AC073176.2
ENSG00000271409	70929925	10	70932057	AC073176.1
ENSG00000259267	70939036	10	70955947	LINC02622
ENSG00000107731	71212570	10	71302864	UNC5B
ENSG00000237512	71217224	10	71218228	UNC5B-AS1
ENSG00000198246	71319259	10	71381423	SLC29A3
ENSG00000279406	71364243	10	71366374	AL359183.1
ENSG00000107736	71396920	10	71815947	CDH23
ENSG00000223817	71508153	10	71511873	CDH23-AS1
ENSG00000214688	71711701	10	71737824	C10orf105
ENSG00000107738	71747556	10	71773520	VSIR
ENSG00000274824	71790747	10	71790800	MIR7152
ENSG00000197746	71816298	10	71851325	PSAP
ENSG00000238446	71844735	10	71844794	RNU7-38P
ENSG00000230526	71878356	10	71879107	AC073370.1
ENSG00000122863	71964395	10	72013558	CHST3
ENSG00000272988	72053294	10	72054037	AC022392.1
ENSG00000107742	72059034	10	72089032	SPOCK2
ENSG00000138303	72096032	10	72217134	ASCC1
ENSG00000200294	72180858	10	72180989	AL607035.2
ENSG00000226701	72189941	10	72190576	RPL15P14
ENSG00000166295	72216000	10	72235860	ANAPC16
ENSG00000200170	72220752	10	72220852	AL607035.1
ENSG00000168209	72273924	10	72276036	DDIT4
ENSG00000269926	72274915	10	72275980	DDIT4-AS1
ENSG00000148719	72332830	10	72355149	DNAJB12
ENSG00000107745	72367327	10	72626191	MICU1
ENSG00000202513	72391964	10	72392069	RNU6-805P
ENSG00000282915	72467749	10	72473304	AC091769.2
ENSG00000276531	72483245	10	72483812	AC091769.1
ENSG00000226163	72501746	10	72502956	AL513185.2
ENSG00000230609	72560264	10	72560456	AL513185.3
ENSG00000272536	72582803	10	72583086	RN7SL840P
ENSG00000231471	72636497	10	72636765	HMGN2P34
ENSG00000238215	72643011	10	72644650	AL513185.4
ENSG00000201881	72654165	10	72654276	AL513185.1
ENSG00000156026	72692131	10	72887694	MCU
ENSG00000266719	72721029	10	72721100	MIR4676
ENSG00000280166	72730557	10	72731175	AC016542.3
ENSG00000279502	72756398	10	72757016	AC016542.2
ENSG00000272627	72766560	10	72767052	AC016542.1
ENSG00000138315	72893584	10	72933036	OIT3
ENSG00000215086	72917641	10	72918534	NPM1P24
ENSG00000138308	72934762	10	72954806	PLA2G12B
ENSG00000213700	73005833	10	73006595	RPL17P50
ENSG00000122884	73007217	10	73096974	P4HA1
ENSG00000232646	73065126	10	73065467	AL731563.2
ENSG00000237768	73071295	10	73074008	AL731563.3
ENSG00000201047	73082494	10	73082595	AL731563.1
ENSG00000272630	73098044	10	73101297	AL731563.4
ENSG00000166321	73110375	10	73131828	NUDT13
ENSG00000272599	73124573	10	73125532	AC016394.3
ENSG00000221164	73126080	10	73126207	SNORA11F
ENSG00000122882	73130155	10	73169055	ECD
ENSG00000138286	73168119	10	73244504	FAM149B1
ENSG00000213551	73183362	10	73247255	DNAJC9
ENSG00000199201	73192223	10	73192325	AC016394.1
ENSG00000227382	73199826	10	73201225	EIF4A2P2
ENSG00000288559	73247342	10	73248268	AC016394.4
ENSG00000236756	73247360	10	73276984	DNAJC9-AS1
ENSG00000182180	73248843	10	73252693	MRPS16
ENSG00000227540	73252791	10	73254349	AC016394.2
ENSG00000156042	73253759	10	73358859	CFAP70
ENSG00000200356	73279062	10	73279168	RNU6-833P
ENSG00000207473	73346936	10	73347048	AL512656.1
ENSG00000138279	73375101	10	73414076	ANXA7
ENSG00000233144	73381433	10	73383496	AL512656.2
ENSG00000229659	73422259	10	73422696	RPL26P6
ENSG00000166343	73423579	10	73433561	MSS51
ENSG00000107758	73436428	10	73496024	PPP3CB
ENSG00000221817	73495525	10	73520070	PPP3CB-AS1
ENSG00000166348	73497538	10	73625953	USP54
ENSG00000207327	73529051	10	73529157	RNU6-883P
ENSG00000237139	73537803	10	73538391	RPS26P41
ENSG00000268584	73625996	10	73626790	AC073389.1
ENSG00000272791	73630556	10	73631490	AC073389.3
ENSG00000177791	73631612	10	73641474	MYOZ1
ENSG00000166317	73644881	10	73663803	SYNPO2L
ENSG00000271848	73653980	10	73675450	AC073389.2
ENSG00000172650	73674285	10	73698159	AGAP5
ENSG00000242288	73674295	10	73730466	AC022400.3
ENSG00000271816	73699151	10	73730487	AC022400.5
ENSG00000272140	73703735	10	73713581	AC022400.6
ENSG00000252072	73706490	10	73706613	RNA5SP320
ENSG00000242338	73715843	10	73730469	BMS1P4
ENSG00000250959	73730562	10	73737311	GLUD1P3
ENSG00000235316	73731824	10	73733638	DUSP8P5
ENSG00000270808	73740538	10	73740823	AC022400.4
ENSG00000279088	73742995	10	73744230	AC022400.8
ENSG00000176986	73744372	10	73772161	SEC24C
ENSG00000279689	73769264	10	73772862	AC022400.9
ENSG00000196968	73772276	10	73780251	FUT11
ENSG00000172586	73782047	10	73783652	CHCHD1
ENSG00000214655	73785582	10	73801797	ZSWIM8
ENSG00000280238	73791218	10	73791490	AC022400.10
ENSG00000272589	73796514	10	73801399	ZSWIM8-AS1
ENSG00000272916	73796514	10	73811651	AC022400.7
ENSG00000166507	73801911	10	73811798	NDST2
ENSG00000148660	73812501	10	73874591	CAMK2G
ENSG00000224195	73813518	10	73814737	AC022400.1
ENSG00000229990	73841833	10	73847115	AC022400.2
ENSG00000122861	73909177	10	73917496	PLAU
ENSG00000222047	73909969	10	73922777	C10orf55
ENSG00000035403	73995193	10	74121363	VCL
ENSG00000225761	74005137	10	74027915	AL596247.1
ENSG00000185009	74120255	10	74151063	AP3M1
ENSG00000156110	74151202	10	74709963	ADK
ENSG00000236900	74344550	10	74344805	TIMM9P1
ENSG00000214629	74371535	10	74372416	RPSAP6
ENSG00000213731	74423435	10	74424014	RAB5CP1
ENSG00000232342	74506081	10	74530553	AC022540.1
ENSG00000226253	74527584	10	74527947	MRPL35P3
ENSG00000206756	74551392	10	74551493	AC012046.1
ENSG00000271710	74641410	10	74641776	NDUFA8P1
ENSG00000214626	74654956	10	74656131	POLR3DP1
ENSG00000213525	74744386	10	74744707	FAM32CP
ENSG00000272748	74821610	10	74822130	AC063962.1
ENSG00000156650	74824927	10	75032624	KAT6B
ENSG00000234149	75003055	10	75025174	AC018511.2
ENSG00000227186	75023475	10	75024251	AC018511.1
ENSG00000188716	75037836	10	75058514	DUPD1
ENSG00000285810	75041876	10	75055754	AC018511.5
ENSG00000237882	75089248	10	75089725	PPIAP13
ENSG00000079393	75094432	10	75109221	DUSP13
ENSG00000156671	75099586	10	75182123	SAMD8
ENSG00000232437	75125217	10	75125862	RPS26P42
ENSG00000165637	75210154	10	75231448	VDAC2
ENSG00000165644	75233641	10	75236030	COMTD1
ENSG00000226051	75243568	10	75373500	ZNF503-AS1
ENSG00000227271	75269392	10	75269545	RPL39P25
ENSG00000233313	75276376	10	75276646	HMGA1P5
ENSG00000270087	75279726	10	75401246	AC010997.3
ENSG00000223428	75288333	10	75288682	AC010997.1
ENSG00000236797	75382393	10	75382844	SPA17P1
ENSG00000165655	75397830	10	75401764	ZNF503
ENSG00000237149	75401519	10	75408982	ZNF503-AS2
ENSG00000273248	75408973	10	75409326	AC010997.5
ENSG00000272692	75409142	10	75411842	AC010997.4
ENSG00000236842	75430571	10	75431588	AC010997.2
ENSG00000148655	75431624	10	76560168	LRMDA
ENSG00000279814	75450081	10	75451725	AC010997.6
ENSG00000207583	75552458	10	75552553	MIR606
ENSG00000286715	75592644	10	75628120	AL589863.2
ENSG00000268659	75642476	10	75643106	AL589863.1
ENSG00000228280	75742740	10	75743755	AL731568.1
ENSG00000265486	76242022	10	76242301	RN7SL518P
ENSG00000201954	76260800	10	76260903	RNU6-673P
ENSG00000278992	76270206	10	76270800	AC012048.1
ENSG00000230575	76437408	10	76438775	AC013286.1
ENSG00000269256	76558350	10	76560994	AC024603.1
ENSG00000252888	76835377	10	76835502	AC013738.1
ENSG00000224948	76836568	10	76836861	ATP5MC1P8
ENSG00000156113	76869601	10	77638369	KCNMA1
ENSG00000236467	76888044	10	76980624	KCNMA1-AS1
ENSG00000225497	77147652	10	77150100	KCNMA1-AS2
ENSG00000224500	77313941	10	77315694	AL731575.1
ENSG00000225652	77354404	10	77376613	KCNMA1-AS3
ENSG00000228092	77433572	10	77433782	COX6CP15
ENSG00000199592	77587049	10	77587159	RNA5SP321
ENSG00000213514	77730766	10	77734769	AL731556.1
ENSG00000277981	77738246	10	77739015	AL731556.2
ENSG00000199664	77776951	10	77777055	RNU6-1266P
ENSG00000213513	77780337	10	77781876	IMPDH1P5
ENSG00000228748	77782866	10	77793176	AL450306.1
ENSG00000151208	77790791	10	77926755	DLG5
ENSG00000204049	77866875	10	77869610	AL391421.1
ENSG00000243446	77912271	10	77912545	RN7SL284P
ENSG00000233871	77927372	10	77929824	DLG5-AS1
ENSG00000234612	77953495	10	77953876	H2AZP5
ENSG00000274686	77966173	10	77966440	AL391421.2
ENSG00000148606	77969251	10	78029515	POLR3A
ENSG00000138326	78033760	10	78056813	RPS24
ENSG00000231957	78068623	10	78069538	GNAI2P2
ENSG00000283096	78176928	10	78178186	AL731555.1
ENSG00000282863	78179174	10	78675109	AC012560.2
ENSG00000230417	78179185	10	78551355	LINC00595
ENSG00000288090	78288059	10	78290565	AC010163.3
ENSG00000229543	78293842	10	78301003	AC010163.1
ENSG00000230229	78352597	10	78356100	AC010163.2
ENSG00000201393	78367507	10	78367623	AC012560.1
ENSG00000282952	78538391	10	78551719	AL583852.1
ENSG00000228683	78696062	10	78697022	AC016820.1
ENSG00000224596	78943328	10	79067895	ZMIZ1-AS1
ENSG00000229569	79000484	10	79003803	AL356753.1
ENSG00000108175	79068966	10	79316528	ZMIZ1
ENSG00000108179	79347469	10	79355334	PPIF
ENSG00000165424	79382325	10	79445624	ZCCHC24
ENSG00000235426	79382328	10	79409274	AL133481.1
ENSG00000259021	79499666	10	79499984	TPRX1P1
ENSG00000241317	79504073	10	79506281	AL133481.3
ENSG00000235705	79507597	10	79510982	AL133481.2
ENSG00000253626	79512601	10	79516440	EIF5AL1
ENSG00000271985	79526508	10	79526631	BX248123.1
ENSG00000232965	79544087	10	79544356	RPS12P18
ENSG00000185303	79555852	10	79560407	SFTPA2
ENSG00000219430	79582298	10	79584877	MBL3P
ENSG00000225827	79595294	10	79595660	SFTPA3P
ENSG00000122852	79610939	10	79615455	SFTPA1
ENSG00000226676	79628757	10	79632188	LINC02679
ENSG00000244733	79660891	10	79677996	AL132656.2
ENSG00000225484	79661394	10	79826594	NUTM2B-AS1
ENSG00000272489	79663192	10	79664786	AL132656.3
ENSG00000280355	79681973	10	79684094	AL132656.4
ENSG00000278616	79682997	10	79685436	BEND3P3
ENSG00000224886	79684494	10	79684983	AL132656.1
ENSG00000188199	79703227	10	79714681	NUTM2B
ENSG00000272447	79825902	10	79827602	AL135925.1
ENSG00000228570	79841358	10	79850878	NUTM2E
ENSG00000214695	79860573	10	79861806	NPAP1P2
ENSG00000204437	79870375	10	79873903	CTSLP6
ENSG00000214584	79892148	10	79893175	PGGT1BP2
ENSG00000283913	79904898	10	79951029	AL512662.2
ENSG00000283101	79906605	10	79907856	BMS1P21
ENSG00000242600	79920178	10	79923119	MBL1P
ENSG00000133661	79937740	10	79982614	SFTPD
ENSG00000273372	79968213	10	79973213	SFTPD-AS1
ENSG00000280259	79970963	10	79973213	AL512662.1
ENSG00000235924	79981839	10	79982212	ZNRF2P3
ENSG00000225100	79982910	10	79983240	DPY19L2P5
ENSG00000229616	80017713	10	80017911	AL356095.1
ENSG00000224760	80024737	10	80025159	C1DP3
ENSG00000236217	80031968	10	80032393	C1DP2
ENSG00000227515	80040621	10	80041044	C1DP4
ENSG00000230091	80046860	10	80078912	TMEM254-AS1
ENSG00000282432	80053428	10	80053548	AL356095.3
ENSG00000133678	80078646	10	80092557	TMEM254
ENSG00000279399	80091411	10	80091867	AL356095.2
ENSG00000230171	80125941	10	80126317	RPL22P18
ENSG00000189129	80131682	10	80145359	PLAC9
ENSG00000122359	80150889	10	80205572	ANXA11
ENSG00000237523	80207372	10	80219657	LINC00857
ENSG00000234319	80215851	10	80216119	RPS12P2
ENSG00000234382	80233664	10	80245367	AL513174.1
ENSG00000234743	80247219	10	80247683	EIF5AP4
ENSG00000279359	80249710	10	80254121	AL359195.2
ENSG00000151224	80271820	10	80289658	MAT1A
ENSG00000232950	80297720	10	80299655	ZNF519P1
ENSG00000235858	80333771	10	80334426	AL359195.1
ENSG00000170788	80336105	10	80356755	DYDC1
ENSG00000133665	80344745	10	80368073	DYDC2
ENSG00000122378	80407829	10	80437115	PRXL2A
ENSG00000108219	80454166	10	80533124	TSPAN14
ENSG00000226659	80529597	10	80535942	AC021028.1
ENSG00000178217	80537902	10	80646560	SH2D4B
ENSG00000231082	80649797	10	80653732	LINC02655
ENSG00000233353	80716483	10	80717068	RPS7P9
ENSG00000233703	80749632	10	80751231	AC027673.1
ENSG00000231060	80776165	10	80778088	FARSBP1
ENSG00000227209	80940665	10	80941201	WARS2P1
ENSG00000226466	81136540	10	81137335	RPA2P2
ENSG00000287358	81870778	10	81875133	AL096706.1
ENSG00000185737	81875194	10	82987179	NRG3
ENSG00000285739	82207620	10	82210345	AC010157.2
ENSG00000229458	82224213	10	82229179	AC010157.1
ENSG00000225738	82228985	10	82232920	NRG3-AS1
ENSG00000207275	82340771	10	82340876	RNU6-441P
ENSG00000200774	83067962	10	83068071	RNU6-478P
ENSG00000234931	83311628	10	83314475	MARK2P15
ENSG00000233945	83672406	10	83677122	LINC02650
ENSG00000286876	83708841	10	83724834	AC069540.2
ENSG00000223565	83735506	10	83736493	AC069540.1
ENSG00000212324	83764358	10	83764464	RNU6-129P
ENSG00000233258	83911654	10	83912922	AL390786.1
ENSG00000200789	84003332	10	84003479	RNU1-65P
ENSG00000212769	84081429	10	84081995	HMGN2P8
ENSG00000271933	84138420	10	84140582	AL603756.1
ENSG00000165678	84139509	10	84153568	GHITM
ENSG00000285972	84167228	10	84172093	CERNA2
ENSG00000188373	84173801	10	84185294	C10orf99
ENSG00000148600	84194537	10	84219621	CDHR1
ENSG00000204033	84220571	10	84225544	LRIT2
ENSG00000148604	84230666	10	84259960	RGR
ENSG00000148602	84231520	10	84241546	LRIT1
ENSG00000229404	84267747	10	84294659	LINC00858
ENSG00000107771	84328586	10	84518521	CCSER2
ENSG00000233189	84389170	10	84389626	RPL12P29
ENSG00000225423	84390908	10	84392045	TNPO1P1
ENSG00000225928	84454679	10	84456056	CACYBPP1
ENSG00000178429	84560443	10	84561263	RPS3AP5
ENSG00000288218	85156330	10	85157348	AL358787.2
ENSG00000237267	85193421	10	85197958	LINC01519
ENSG00000287057	85199002	10	85212800	AL358787.1
ENSG00000223993	85378327	10	85432775	LINC02647
ENSG00000224504	85432863	10	85448961	AC025428.1
ENSG00000230962	85449592	10	85492001	LINC01520
ENSG00000279910	85526880	10	85531115	AL731532.1
ENSG00000223064	85537379	10	85537483	RNU6-325P
ENSG00000280134	85555484	10	85557436	AL731532.2
ENSG00000234942	85577731	10	85607213	GRID1-AS1
ENSG00000182771	85599552	10	86366795	GRID1
ENSG00000278333	85613017	10	85613186	AC022028.3
ENSG00000270002	85644073	10	85648066	AC022028.2
ENSG00000252292	85650012	10	85650260	RN7SKP238
ENSG00000236606	85708760	10	85709167	AC022028.1
ENSG00000200487	86052448	10	86052566	RNA5SP322
ENSG00000199104	86264694	10	86264788	MIR346
ENSG00000287475	86395187	10	86400943	AL844892.2
ENSG00000286359	86402119	10	86403201	AL844892.1
ENSG00000062650	86435256	10	86521792	WAPL
ENSG00000212332	86488446	10	86488549	RNU6-780P
ENSG00000227896	86521945	10	86525101	AL731569.1
ENSG00000230507	86630825	10	86631628	RPL7AP8
ENSG00000122375	86654547	10	86666848	OPN4
ENSG00000122367	86668449	10	86736068	LDB3
ENSG00000272631	86749754	10	86756298	AC067750.1
ENSG00000107779	86756601	10	86932825	BMPR1A
ENSG00000270874	86854696	10	86856236	RPAP2P1
ENSG00000200176	86889569	10	86889733	RNU1-19P
ENSG00000173269	86935540	10	86969481	MMRN2
ENSG00000281974	86948677	10	86949875	AC025268.1
ENSG00000173267	86958599	10	86963258	SNCG
ENSG00000272734	86965345	10	86971311	ADIRF-AS1
ENSG00000148671	86968432	10	86983934	ADIRF
ENSG00000273413	86970237	10	86970826	AL136982.7
ENSG00000271880	86970741	10	87010126	AGAP11
ENSG00000240089	86992253	10	87000435	BMS1P3
ENSG00000151303	86992406	10	87010203	AL136982.1
ENSG00000272508	86993432	10	87024732	AL136982.6
ENSG00000261011	87001636	10	87009905	AL136982.4
ENSG00000229969	87009785	10	87015782	AL136982.2
ENSG00000188100	87020294	10	87024730	FAM25A
ENSG00000271573	87027184	10	87027477	AL136982.5
ENSG00000200253	87041238	10	87041341	RNU6-529P
ENSG00000148672	87050202	10	87094843	GLUD1
ENSG00000122376	87094161	10	87191468	SHLD2
ENSG00000237280	87113954	10	87115523	AL136982.3
ENSG00000273946	87154041	10	87154369	RN7SL733P
ENSG00000223482	87201647	10	87342612	NUTM2A-AS1
ENSG00000287077	87203717	10	87206615	AL157893.2
ENSG00000285257	87214136	10	87216173	AL157893.1
ENSG00000184923	87225448	10	87236908	NUTM2A
ENSG00000224914	87341685	10	87357882	LINC00863
ENSG00000214562	87357668	10	87370695	NUTM2D
ENSG00000237740	87376896	10	87378481	NPAP1P3
ENSG00000236417	87386685	10	87390203	CTSLP1
ENSG00000228055	87396561	10	87435035	FAM245A
ENSG00000231569	87408044	10	87408258	AL355334.1
ENSG00000286445	87500337	10	87504837	AL355334.2
ENSG00000283672	87503881	10	87503954	MIR4678
ENSG00000107789	87504875	10	87553461	MINPP1
ENSG00000223761	87591607	10	87606024	AL138767.2
ENSG00000225913	87607985	10	87659279	AL138767.3
ENSG00000196566	87610163	10	87660003	AL138767.1
ENSG00000234192	87642607	10	87642954	RPS26P38
ENSG00000198682	87659613	10	87747705	PAPSS2
ENSG00000138138	87751512	10	87841343	ATAD1
ENSG00000223820	87817928	10	87845612	CFL1P1
ENSG00000243782	87832818	10	87833098	RN7SL78P
ENSG00000227268	87859158	10	87863437	KLLN
ENSG00000171862	87863625	10	87971930	PTEN
ENSG00000224745	87878692	10	87880427	AC063965.2
ENSG00000213613	87945502	10	87946024	RPL11P3
ENSG00000200891	87994618	10	87994695	AC063965.1
ENSG00000227905	88048135	10	88049823	MED6P1
ENSG00000275015	88259129	10	88259372	AL353149.1
ENSG00000184719	88273864	10	88584530	RNLS
ENSG00000201548	88585638	10	88585733	AL139406.1
ENSG00000204022	88586753	10	88606976	LIPJ
ENSG00000237205	88618223	10	88618934	RPL7P34
ENSG00000182333	88664441	10	88678814	LIPF
ENSG00000271408	88699683	10	88700401	NAPGP1
ENSG00000204021	88724544	10	88752756	LIPK
ENSG00000226358	88727485	10	88728914	KRT8P38
ENSG00000204020	88761406	10	88778242	LIPN
ENSG00000235150	88785600	10	88787061	RCBTB2P1
ENSG00000173239	88802730	10	88820546	LIPM
ENSG00000152766	88819896	10	88851844	ANKRD22
ENSG00000234256	88876450	10	88877544	PTCD2P2
ENSG00000138134	88879734	10	88975153	STAMBPL1
ENSG00000180139	88932390	10	88940820	ACTA2-AS1
ENSG00000107796	88935074	10	88991339	ACTA2
ENSG00000286116	88990045	10	88994249	AL157394.3
ENSG00000026103	88990531	10	89017059	FAS
ENSG00000275693	88992370	10	88992539	AL157394.2
ENSG00000261438	89015836	10	89017059	AL157394.1
ENSG00000265375	89063335	10	89063411	MIR4679-2
ENSG00000283664	89063336	10	89063410	MIR4679-1
ENSG00000233292	89139044	10	89139458	AL513533.1
ENSG00000138135	89205629	10	89207317	CH25H
ENSG00000107798	89213569	10	89414557	LIPA
ENSG00000119922	89283694	10	89309271	IFIT2
ENSG00000232110	89283765	10	89292125	AL353751.1
ENSG00000119917	89327997	10	89340971	IFIT3
ENSG00000224289	89362294	10	89363487	IFIT6P
ENSG00000204010	89378056	10	89385205	IFIT1B
ENSG00000185745	89392546	10	89406487	IFIT1
ENSG00000152778	89414568	10	89420997	IFIT5
ENSG00000152779	89430299	10	89556641	SLC16A12
ENSG00000234452	89456064	10	89468140	SLC16A12-AS1
ENSG00000152782	89579497	10	89645572	PANK1
ENSG00000198997	89592747	10	89592827	MIR107
ENSG00000249962	89644603	10	89645223	AL157400.5
ENSG00000232936	89645272	10	89652144	AL157400.2
ENSG00000225836	89646289	10	89650822	AL157400.1
ENSG00000235100	89667181	10	89701274	AL157400.3
ENSG00000240996	89694295	10	89697928	AL157400.4
ENSG00000138182	89701610	10	89774939	KIF20B
ENSG00000283578	89786610	10	89787107	MTND5P42
ENSG00000232229	89829483	10	89840861	LINC00865
ENSG00000270670	89837612	10	89839334	MARK2P16
ENSG00000280560	89853595	10	90225443	LINC01374
ENSG00000226159	89915489	10	89957373	LINC01375
ENSG00000228938	89978717	10	89979070	SNRPD2P1
ENSG00000287150	90059061	10	90099083	AL139340.1
ENSG00000222451	90163651	10	90163960	RN7SKP143
ENSG00000236373	90402521	10	90628852	LINC02653
ENSG00000224750	90454170	10	90502968	AL391704.1
ENSG00000238291	90462717	10	90467952	AL391704.2
ENSG00000283053	90622143	10	90623611	AL390862.1
ENSG00000148680	90740823	10	90858039	HTR7
ENSG00000148688	90871716	10	90908553	RPP30
ENSG00000222305	90880040	10	90880179	AL590622.1
ENSG00000148677	90912096	10	90921276	ANKRD1
ENSG00000201604	90922731	10	90922835	RNU6-740P
ENSG00000225519	90994620	10	91006390	AL365434.1
ENSG00000273124	90997480	10	90997713	AL365434.2
ENSG00000224851	91033157	10	91062164	LINC00502
ENSG00000220585	91053051	10	91055047	DDX18P6
ENSG00000234043	91152605	10	91153349	NUDT9P1
ENSG00000286981	91153669	10	91161315	AL731553.1
ENSG00000180628	91163012	10	91284337	PCGF5
ENSG00000165338	91409280	10	91514829	HECTD2
ENSG00000271385	91464578	10	91464708	AL161798.1
ENSG00000223876	91544852	10	91545098	RPS27P1
ENSG00000119938	91628442	10	91633071	PPP1R3C
