gene	mandelker	cosmic	high_priority	bp_HG002_v4.2.1	fraction_HG002_v4.2.1	bp_dip.bed	fraction_dip.bed	chrom	start	end	start_coordinates_plus_segdups_plus_flanking	end_coordinates_plus_segdups_plus_flanking	bp_exon_covered_v4.2.1	fraction_exon_covered_v4.2.1	bp_MRG_benchmark_bed	fraction_MRG_benchmark_bed	bp_exon_covered_MRG_benchmark	fraction_exon_covered_MRG_benchmark	bp_overlap_w_AllRepeats_gt_10kb	fraction_gene_overlap_w_AllRepeats_gt_10kb	bp_overlap_w_refn	fraction_gene_overlap_w_refn	bp_overlap_w_GIAB_expanded_by_150_Tier1andTier2_SV_0.6	fraction_overlap_w_GIAB_expanded_by_150_Tier1andTier2_SV_0.6	bp_overlap_w_intersect_Illumina_CCS_ONT_CNV_v4.2.1	fraction_overlap_w_intersect_Illumina_CCS_ONT_CNV_v4.2.1	bp_overlap_w_union_CCS_and_ONT_outlier_CNV_v4.2.1	fraction_overlap_w_union_CCS_and_ONT_outlier_CNV_v4.2.1	bp_overlap_w_Assembly_CNV	fraction_overlap_w_Assembly_CNV	bp_overlap_w_vdj	fraction_overlap_w_vdj	bp_overlap_inversions	fraction_overlap_inversions	bp_overlap_w_segdups_w_count_gt_5_and_percent_identity_gte_990	fraction_overlap_w_segdups_w_count_gt_5_and_percent_identity_gte_990	bp_segdups	fraction_segdups	bp_lowmapandsegdups	fraction_lowmapandsegdups	num_MRG_SVs_gt_49bp_in_SV_benchmark_bed_in_gene	num_MRG_SVs_gt_49bp_in_SV_benchmark_bed_in_gene_in_exons	num_MRG_variants_in_benchmark_in_gene	num_MRG_variants_in_benchmark_in_gene_in_exons	num_v4.2.1_variants_in_benchmark_in_gene	num_v4.2.1_variants_in_benchmark_in_gene_in_exons
PLAU	yes	no	no	8215	0.987498497	48319	1	chr10	73909177	73917496	73889177	73937496	2675	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2
VCL	yes	no	no	122714	0.972608386	166170	1	chr10	73995193	74121363	73975193	74141363	6671	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1665	0.013196481	0	0	0	0	137	7
ADK	yes	no	no	533307	0.95444564	598761	1	chr10	74151202	74709963	74131202	74729963	2332	1	0	0	0	0	0	0	0	0	302	5.40E-04	0	0	13000	0.023265761	0	0	0	0	0	0	0	0	0	0	15102	0.027027656	0	0	0	0	539	2
KAT6B	yes	yes	no	202848	0.97665349	247697	1	chr10	74824927	75032624	74804927	75052624	9128	0.997704667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684	0.003293259	0	0	0	0	182	2
KCNMA1	yes	no	no	758838	0.987083229	808768	1	chr10	76869601	77638369	76849601	77658369	14537	1	0	0	0	0	0	0	0	0	3102	0.004035027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5298	0.006891546	0	0	0	0	748	9
POLR3A	yes	no	no	59309	0.98415306	100264	1	chr10	77969251	78029515	77949251	78049515	6579	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4333	0.071900305	0	0	0	0	15	0
RPS24	yes	no	yes	22849	0.991150826	63053	1	chr10	78033760	78056813	78013760	78076813	2951	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0.007721338	0	0	0	0	8	1
SFTPA2	yes	no	no	4555	1	79420	1	chr10	79555852	79560407	79500987	79580407	2195	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1783	0.39143798	0	0	0	0	8	1
SFTPA1	yes	no	no	4414	0.97741364	179334	0.564906224	chr10	79610939	79615455	79590939	79908397	2178	0.955263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1638	0.362710363	0	0	0	0	7	1
NUTM2B	no	yes	no	2614	0.228217217	139470	0.502424404	chr10	79703227	79714681	79630803	79908397	996	0.303196347	0	0	0	0	0	0	0	0	8328	0.727082242	0	0	0	0	0	0	0	0	0	0	0	0	11454	1	11454	1	0	0	0	0	6	0
SFTPD	yes	no	no	44061	0.981882605	90341	1	chr10	79937740	79982614	79912273	80002614	1275	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7955	0.177274145	0	0	0	0	47	2
MAT1A	yes	no	yes	17604	0.986881937	99738	1	chr10	80271820	80289658	80209920	80309658	3273	0.969777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	9
NRG3	yes	no	no	1098617	0.987978255	1151985	1	chr10	81875194	82987179	81855194	83007179	4305	1	0	0	0	0	0	0	0	0	2074	0.001865133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20462	0.018401327	0	0	0	0	1273	2
CDHR1	yes	no	no	25084	1	65084	1	chr10	84194537	84219621	84174537	84239621	7402	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	10
RGR	yes	no	no	29017	0.990544139	69294	1	chr10	84230666	84259960	84210666	84279960	2240	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0.00710043	0	0	0	0	5	0
GRID1	yes	no	no	758629	0.988772788	807243	1	chr10	85599552	86366795	85579552	86386795	6001	0.977680026	0	0	0	0	0	0	0	0	2902	0.003782374	0	0	0	0	0	0	0	0	0	0	0	0	1645	0.00214404	24387	0.031785236	0	0	0	0	976	6
LDB3	yes	no	no	65843	0.973735193	107619	1	chr10	86668449	86736068	86648449	86756068	6460	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0.003386622	0	0	0	0	126	5
BMPR1A	yes	yes	yes	170200	0.965816234	216224	1	chr10	86756601	86932825	86736601	86952825	9109	0.969248776	0	0	0	0	0	0	0	0	834	0.004732613	0	0	0	0	0	0	0	0	0	0	0	0	1809	0.010265344	5040	0.028599964	0	0	0	0	231	10
GLUD1	yes	no	no	41482	0.929235456	499642	1	chr10	87050202	87094843	87000964	87500606	3069	0.933678126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19755	0.442530409	19997	0.447951435	0	0	0	0	35	0
NUTM2D	no	yes	no	0	0	389791	1	chr10	87357668	87370695	87110815	87500606	NA	NA	0	0	NA	NA	0	0	0	0	13027	1	0	0	0	0	0	0	0	0	0	0	0	0	13027	1	13027	1	0	NA	0	NA	0	NA
MINPP1	yes	no	no	46454	0.956119047	462646	1	chr10	87504875	87553461	87110815	87573461	2888	1	0	0	0	0	0	0	0	0	1454	0.029926316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3021	0.062178405	0	0	0	0	48	1
PAPSS2	yes	no	no	45769	0.519559097	128092	1	chr10	87659613	87747705	87639613	87767705	2941	0.744368514	86917	0.986661672	3948	0.999240699	0	0	0	0	0	0	0	0	41387	0.469815647	0	0	0	0	0	0	0	0	0	0	135	0.001532489	0	0	85	2	34	0
KLLN	yes	no	no	4157	0.971488666	44279	1	chr10	87859158	87863437	87839158	87883437	4157	0.971488666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.001168497	0	0	0	0	2	2
PTEN	yes	yes	yes	97104	0.896579105	148305	1	chr10	87863625	87971930	87843625	87991930	8158	0.959087703	107762	0.994986381	8434	0.991535387	0	0	0	0	0	0	0	0	10000	0.092331841	0	0	0	0	0	0	0	0	1274	0.011763076	4633	0.042777342	0	0	47	5	40	5
LIPN	yes	no	no	7242	0.430149679	56836	1	chr10	88761406	88778242	88741406	88798242	375	0.315656566	16778	0.996555001	1188	1	0	0	0	0	374	0.022214303	0	0	9594	0.569850321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	2	10	0
ACTA2	yes	no	yes	54884	0.975455434	96265	1	chr10	88935074	88991339	88915074	89011339	1340	1	0	0	0	0	0	0	0	0	402	0.007144761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1568	0.027868124	0	0	0	0	66	0
FAS	yes	yes	no	26239	0.98910585	66528	1	chr10	88990531	89017059	88970531	89037059	3707	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0.001017793	0	0	0	0	85	6
LIPA	yes	no	yes	198619	0.988213227	240988	1	chr10	89213569	89414557	89193569	89434557	2750	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6480	0.032240731	0	0	0	0	122	3
SLC16A12	yes	no	no	121847	0.964421966	166342	1	chr10	89430299	89556641	89410299	89576641	4596	0.989025178	0	0	0	0	0	0	0	0	411	0.003253075	0	0	2000	0.015830049	0	0	0	0	0	0	0	0	1406	0.011128524	4840	0.038308718	0	0	0	0	39	1
HTR7	yes	no	no	116397	0.993012899	157216	1	chr10	90740823	90858039	90720823	90878039	3468	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8747	0.074622918	13400	0.114318864	0	0	0	0	7	0
ANKRD1	yes	no	no	8815	0.960239651	49180	1	chr10	90912096	90921276	90892096	90941276	1868	0.94822335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2
PPP1R3C	yes	no	no	4629	1	44629	1	chr10	91628442	91633071	91608442	91653071	2539	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
CPEB3	no	yes	no	232643	0.951948966	284386	1	chr10	92046692	92291078	92026692	92311078	7777	0.983434497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2347	0.00960366	8178	0.033463455	0	0	0	0	159	3
KIF11	yes	no	no	60891	0.977933028	102265	1	chr10	92593130	92655395	92573130	92675395	4994	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829	0.013314061	0	0	0	0	71	2
CYP26C1	yes	no	no	8633	0.987531457	48742	1	chr10	93060798	93069540	93040798	93089540	2872	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3
FFAR4	yes	no	no	37405	0.989157742	77815	1	chr10	93566665	93604480	93546665	93624480	3547	0.972047136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0.001004892	0	0	0	0	7	1
RBP4	yes	no	no	10057	1	50057	1	chr10	93591687	93601744	93571687	93621744	1450	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PDE6C	yes	no	no	52433	0.980550932	93473	1	chr10	93612537	93666010	93592537	93686010	3336	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0.001608288	0	0	0	0	81	2
FRA10AC1	yes	no	no	34079	0.981849088	74709	1	chr10	93667883	93702592	93647883	93722592	2984	0.964135703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	7.78E-04	0	0	0	0	46	4
LGI1	yes	no	yes	45697	0.943529072	88432	1	chr10	93757840	93806272	93737840	93826272	2231	1	0	0	0	0	0	0	0	0	1825	0.037681698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	0.010241163	0	0	0	0	77	1
PLCE1	yes	no	no	296784	0.982692683	342011	1	chr10	94030812	94332823	94010812	94352823	12651	0.98474352	0	0	0	0	0	0	0	0	518	0.001715169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6222	0.020601899	0	0	0	0	316	5
CYP2C18	yes	no	no	52265	0.996263891	92461	1	chr10	94683729	94736190	94663729	94756190	2301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5111	0.097424754	12126	0.231143135	0	0	0	0	22	0
CYP2C19	yes	no	yes	91696	0.987401202	132866	1	chr10	94762681	94855547	94742681	94875547	4032	0.978165939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160	0.217086986	0	0	0	0	38	3
CYP2C9	yes	no	yes	50991	0.991406296	95340	1	chr10	94938658	94990091	94915678	95011018	2552	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8159	0.158633562	0	0	0	0	6	0
CYP2C8	no	yes	yes	31625	0.966386555	72725	1	chr10	95036772	95069497	95016772	95089497	1786	0.886792453	0	0	0	0	0	0	0	0	433	0.013231474	0	0	228	0.00696715	0	0	0	0	0	0	0	0	1626	0.049686784	4785	0.146218487	0	0	0	0	72	0
ALDH18A1	yes	no	no	49700	0.978924562	90770	1	chr10	95605941	95656711	95585941	95676711	3334	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1198	0.023596612	0	0	0	0	89	3
TCTN3	yes	no	no	29598	0.962630501	70747	1	chr10	95663396	95694143	95643396	95714143	2725	1	0	0	0	0	0	0	0	0	321	0.010440043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	0.01635932	0	0	0	0	28	1
ENTPD1	yes	no	no	161444	0.975569078	205487	1	chr10	95711779	95877266	95691779	95897266	12811	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11015	0.06656112	0	0	0	0	197	11
BLNK	yes	no	no	81661	0.990839157	122416	1	chr10	96189171	96271587	96169171	96291587	4203	0.971342732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1143	0.013868666	1530	0.018564356	0	0	0	0	120	3
PGAM1	yes	no	no	7013	0.966910244	47253	1	chr10	97426191	97433444	97406191	97453444	1798	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3067	0.422859506	3300	0.454984144	0	0	0	0	1	0
HOGA1	yes	no	yes	27330	0.959654482	68479	1	chr10	97584323	97612802	97564323	97632802	2481	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0.005512834	0	0	0	0	13	8
ZFYVE27	yes	no	no	23553	0.990204322	63786	1	chr10	97737121	97760907	97717121	97780907	3051	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0.007315227	0	0	0	0	55	5
HPS1	yes	no	yes	30495	0.991739569	70749	1	chr10	98416198	98446947	98396198	98466947	4114	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3932	0.127874077	3991	0.129792839	0	0	0	0	19	9
HPSE2	yes	no	no	763978	0.98098705	818785	1	chr10	98457077	99235862	98437077	99255862	4393	1	0	0	0	0	0	0	0	0	1731	0.002222693	0	0	1000	0.001284051	0	0	0	0	0	0	0	0	3754	0.004820329	56357	0.072365287	0	0	0	0	1421	19
GOT1	yes	no	no	33631	0.996355987	73754	1	chr10	99396870	99430624	99376870	99450624	1969	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4398	0.130295669	0	0	0	0	32	3
COX15	yes	no	no	21035	0.989463286	61259	1	chr10	99710868	99732127	99690868	99752127	5021	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0.002210828	0	0	0	0	24	4
ABCC2	yes	no	no	64419	0.920876576	109954	1	chr10	99782640	99852594	99762640	99872594	5774	1	0	0	0	0	0	0	0	0	4912	0.070217572	0	0	2000	0.028590216	0	0	0	0	0	0	0	0	3704	0.052949081	11323	0.16186351	0	0	0	0	34	3
CPN1	yes	no	no	38193	0.96262224	79676	1	chr10	100042193	100081869	100022193	100101869	1846	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0.009325537	0	0	0	0	49	0
CHUK	yes	no	no	40469	0.979973847	81296	1	chr10	100188300	100229596	100168300	100249596	3579	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0.006174932	0	0	0	0	57	2
PAX2	yes	no	no	93245	0.98838257	134341	1	chr10	100735603	100829944	100715603	100849944	4261	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0.00271356	0	0	0	0	89	8
SEMA4G	yes	no	no	16234	0.992723048	56353	1	chr10	100969518	100985871	100949518	101005871	4203	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1
PDZD7	yes	no	yes	23815	0.967460188	64616	1	chr10	101007679	101032295	100987679	101052295	4260	0.972158832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0.004103022	0	0	0	0	41	4
TLX1	no	yes	no	6489	1	46489	1	chr10	101131300	101137789	101111300	101157789	2131	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4
LBX1	yes	no	no	3599	1	43599	1	chr10	101226195	101229794	101206195	101249794	2898	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTRC	yes	no	no	182208	0.89630475	243288	1	chr10	101354033	101557321	101334033	101577321	6149	1	199869	0.983181496	6149	1	0	0	0	0	15592	0.076699067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3083	0.015165676	1	0	329	1	265	1
DPCD	yes	no	no	38544	0.98572963	79102	1	chr10	101570560	101609662	101550560	101629662	897	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0.002097079	0	0	0	0	48	2
POLL	yes	no	no	9388	1	49388	1	chr10	101578882	101588270	101558882	101608270	2800	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6
FBXW4	yes	no	no	80732	0.953929411	124631	1	chr10	101610664	101695295	101590664	101715295	2473	1	0	0	0	0	0	0	0	0	1923	0.02272217	0	0	0	0	0	0	0	0	0	0	0	0	1816	0.021457858	2257	0.026668715	0	0	0	0	109	1
FGF8	yes	no	no	9768	0.953999414	50239	1	chr10	101770130	101780369	101750130	101800369	1107	0.911111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
HPS6	yes	no	no	2687	1	42687	1	chr10	102065349	102068036	102045349	102088036	2687	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LDB1	yes	no	no	13554	0.976583327	53879	1	chr10	102106489	102120368	102086489	102140368	3519	0.970223325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2
PITX3	yes	no	no	11187	0.987727353	51326	1	chr10	102230186	102241512	102210186	102261512	1425	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5.30E-04	0	0	0	0	18	1
NFKB2	no	yes	no	8150	0.968623722	48414	1	chr10	102394110	102402524	102374110	102422524	3739	0.994414894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2
SUFU	yes	yes	yes	124042	0.957387526	169563	1	chr10	102503972	102633535	102483972	102653535	5400	1	0	0	0	0	0	0	0	0	339	0.002616488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1053	0.00812732	0	0	0	0	196	1
ARL3	yes	no	no	38475	0.946122068	80666	1	chr10	102673731	102714397	102653731	102734397	3828	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	776	0.01908228	0	0	0	0	53	4
CYP17A1	yes	no	no	6838	0.98516064	46941	1	chr10	102830531	102837472	102810531	102857472	1742	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.88E-04	0	0	0	0	13	3
AS3MT	yes	no	no	29535	0.910758889	72429	1	chr10	102869470	102901899	102849470	102921899	2336	0.957769578	0	0	0	0	0	0	0	0	1123	0.034629498	0	0	0	0	0	0	0	0	0	0	0	0	1162	0.035832126	1848	0.056986031	0	0	0	0	61	2
CNNM2	yes	no	no	166773	0.970016519	211928	1	chr10	102918294	103090222	102898294	103110222	16018	0.993549187	0	0	0	0	0	0	0	0	391	0.002274208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1951	0.011347773	0	0	0	0	253	18
NT5C2	no	yes	yes	100101	0.950726097	145289	1	chr10	103088017	103193306	103068017	103213306	3418	1	0	0	0	0	0	0	0	0	2539	0.02411458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2842	0.026992373	0	0	0	0	148	5
ATP5MD	no	no	yes	7342	0.985371091	47451	1	chr10	103389041	103396492	103369041	103416492	918	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0.015031539	0	0	0	0	6	2
CALHM1	yes	no	no	5660	1	45660	1	chr10	103453240	103458900	103433240	103478900	3210	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5
COL17A1	yes	no	no	52950	0.969886801	94594	1	chr10	104031286	104085880	104011286	104105880	5501	0.990100792	0	0	0	0	0	0	0	0	1308	0.023958677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0.001337143	0	0	0	0	93	9
GSTO1	yes	no	no	31866	0.992617512	72103	1	chr10	104235356	104267459	104215356	104287459	1298	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0.012958291	0	0	0	0	18	1
SORCS1	yes	no	no	579198	0.980244419	630871	1	chr10	106573663	107164534	106553663	107184534	7246	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10489	0.01775176	0	0	0	0	812	4
MXI1	yes	no	no	77228	0.968254764	119760	1	chr10	110207605	110287365	110187605	110307365	3817	0.989629246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1743	0.021853059	0	0	0	0	81	7
SMNDC1	yes	no	no	14104	0.99268018	54208	1	chr10	110290730	110304938	110270730	110324938	4504	0.977430556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4
SMC3	yes	no	yes	38149	0.99468099	78353	1	chr10	110567695	110606048	110547695	110626048	5493	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0.010507653	0	0	0	0	43	3
RBM20	yes	no	yes	191489	0.981330586	235132	1	chr10	110644336	110839468	110624336	110859468	7264	0.997939277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1832	0.009388516	0	0	0	0	317	5
SHOC2	yes	no	yes	93198	0.990698713	134073	1	chr10	110919593	111013666	110899593	111033666	3772	0.973419355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1841	0.019569908	0	0	0	0	120	0
ADRA2A	yes	no	no	3878	1	43878	1	chr10	111077029	111080907	111057029	111100907	3878	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
GPAM	yes	no	no	65044	0.992856271	105512	1	chr10	112149865	112215377	112129865	112235377	6350	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2338	0.035688118	0	0	0	0	8	0
VTI1A	no	yes	no	364546	0.980631937	411746	1	chr10	112446998	112818744	112426998	112838744	4123	1	0	0	0	0	0	0	0	0	303	8.15E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4321	0.011623528	0	0	0	0	473	2
TCF7L2	yes	yes	yes	212982	0.979538336	257431	1	chr10	112950247	113167678	112930247	113187678	4307	0.998840445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0.002350171	0	0	0	0	287	1
HABP2	yes	no	no	38124	0.983464465	78765	1	chr10	113550837	113589602	113530837	113609602	3096	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	7.48E-04	0	0	0	0	137	4
ADRB1	yes	no	no	2922	0.961816985	43038	1	chr10	114043866	114046904	114023866	114066904	2922	0.961816985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ATRNL1	yes	no	no	844183	0.986616941	895634	1	chr10	115093365	115948999	115073365	115968999	8801	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36260	0.042377933	0	0	0	0	1371	5
GFRA1	yes	no	no	211842	0.978295204	256542	1	chr10	116056925	116273467	116036925	116293467	9316	0.989169675	0	0	0	0	0	0	0	0	831	0.003837593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0.001565516	0	0	0	0	419	4
PNLIP	yes	no	no	21511	0.981162197	61924	1	chr10	116545931	116567855	116525931	116587855	1445	0.982993197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0.016329137	0	0	0	0	17	1
SHTN1	no	yes	no	238956	0.974896883	285109	1	chr10	116881477	117126586	116861477	117146586	7434	0.951125896	0	0	0	0	0	0	0	0	1497	0.006107487	0	0	0	0	0	0	0	0	0	0	0	0	1858	0.007580301	11844	0.048321359	0	0	0	0	300	5
VAX1	yes	no	no	9653	0.987014315	49780	1	chr10	117128521	117138301	117108521	117158301	5656	0.97803908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5
KCNK18	yes	no	no	12503	0.976034348	52810	1	chr10	117197489	117210299	117177489	117230299	1152	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
EMX2	yes	no	no	6698	0.94324743	47101	1	chr10	117542445	117549546	117522445	117569546	2444	0.844797788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1
BAG3	yes	no	yes	25734	0.973334846	66439	1	chr10	119651380	119677819	119631380	119697819	2557	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0.007715874	0	0	0	0	53	3
WDR11	yes	no	no	57144	0.981535238	98219	1	chr10	120851305	120909524	120831305	120929524	4516	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1287	0.022106185	0	0	0	0	165	11
FGFR2	yes	yes	no	116711	0.971571517	160126	1	chr10	121478332	121598458	121458332	121618458	5995	0.990745331	0	0	0	0	0	0	0	0	1303	0.010846944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	708	0.005893811	0	0	0	0	142	6
ARMS2	yes	no	no	2699	1	42699	1	chr10	122454653	122457352	122434653	122477352	816	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3
