gene	ref	coords	in_mrg	benchmark	region	cov	vars	svs
LRP6	GRCh37	12:12268959-12419946	FALSE	v4	exon	0.987696309	11	NA
LRP6	GRCh37	12:12268959-12419946	FALSE	mrg	gene	0	0	0
LRP6	GRCh37	12:12268959-12419946	FALSE	mrg	exon	0	0	0
LRP6	GRCh37	12:12268959-12419946	FALSE	hifi	gene	1	NA	NA
CDKN1B	GRCh37	12:12867992-12875305	FALSE	v4	gene	0.985231779	10	NA
CDKN1B	GRCh37	12:12867992-12875305	FALSE	v4	exon	1	2	NA
CDKN1B	GRCh37	12:12867992-12875305	FALSE	mrg	gene	0	0	0
CDKN1B	GRCh37	12:12867992-12875305	FALSE	mrg	exon	0	0	0
CDKN1B	GRCh37	12:12867992-12875305	FALSE	hifi	gene	1	NA	NA
GRIN2B	GRCh37	12:13693165-14133053	FALSE	v4	gene	0.987262667	712	NA
GRIN2B	GRCh37	12:13693165-14133053	FALSE	v4	exon	0.990074989	37	NA
GRIN2B	GRCh37	12:13693165-14133053	FALSE	mrg	gene	0	0	0
GRIN2B	GRCh37	12:13693165-14133053	FALSE	mrg	exon	0	0	0
GRIN2B	GRCh37	12:13693165-14133053	FALSE	hifi	gene	1	NA	NA
GUCY2C	GRCh37	12:14765576-14849519	FALSE	v4	gene	0.986526572	115	NA
GUCY2C	GRCh37	12:14765576-14849519	FALSE	v4	exon	0.989230365	2	NA
GUCY2C	GRCh37	12:14765576-14849519	FALSE	mrg	gene	0	0	0
GUCY2C	GRCh37	12:14765576-14849519	FALSE	mrg	exon	0	0	0
GUCY2C	GRCh37	12:14765576-14849519	FALSE	hifi	gene	1	NA	NA
ART4	GRCh37	12:14978503-14996429	FALSE	v4	gene	1	44	NA
ART4	GRCh37	12:14978503-14996429	FALSE	v4	exon	1	12	NA
ART4	GRCh37	12:14978503-14996429	FALSE	mrg	gene	0	0	0
ART4	GRCh37	12:14978503-14996429	FALSE	mrg	exon	0	0	0
ART4	GRCh37	12:14978503-14996429	FALSE	hifi	gene	1	NA	NA
MGP	GRCh37	12:15034115-15038860	FALSE	v4	gene	1	9	NA
MGP	GRCh37	12:15034115-15038860	FALSE	v4	exon	1	4	NA
MGP	GRCh37	12:15034115-15038860	FALSE	mrg	gene	0	0	0
MGP	GRCh37	12:15034115-15038860	FALSE	mrg	exon	0	0	0
MGP	GRCh37	12:15034115-15038860	FALSE	hifi	gene	1	NA	NA
PDE6H	GRCh37	12:15125956-15134799	FALSE	v4	gene	0.988352369	12	NA
PDE6H	GRCh37	12:15125956-15134799	FALSE	v4	exon	1	1	NA
PDE6H	GRCh37	12:15125956-15134799	FALSE	mrg	gene	0	0	0
PDE6H	GRCh37	12:15125956-15134799	FALSE	mrg	exon	0	0	0
PDE6H	GRCh37	12:15125956-15134799	FALSE	hifi	gene	1	NA	NA
PTPRO	GRCh37	12:15475331-15750333	FALSE	v4	gene	0.983789209	388	NA
PTPRO	GRCh37	12:15475331-15750333	FALSE	v4	exon	1	6	NA
PTPRO	GRCh37	12:15475331-15750333	FALSE	mrg	gene	0	0	0
PTPRO	GRCh37	12:15475331-15750333	FALSE	mrg	exon	0	0	0
PTPRO	GRCh37	12:15475331-15750333	FALSE	hifi	gene	1	NA	NA
EPS8	GRCh37	12:15773092-16035263	FALSE	v4	gene	0.989583135	196	NA
EPS8	GRCh37	12:15773092-16035263	FALSE	v4	exon	1	3	NA
EPS8	GRCh37	12:15773092-16035263	FALSE	mrg	gene	0	0	0
EPS8	GRCh37	12:15773092-16035263	FALSE	mrg	exon	0	0	0
EPS8	GRCh37	12:15773092-16035263	FALSE	hifi	gene	1	NA	NA
PLCZ1	GRCh37	12:18836103-18890991	FALSE	v4	gene	0.982892436	53	NA
PLCZ1	GRCh37	12:18836103-18890991	FALSE	v4	exon	1	0	NA
PLCZ1	GRCh37	12:18836103-18890991	FALSE	mrg	gene	0	0	0
PLCZ1	GRCh37	12:18836103-18890991	FALSE	mrg	exon	0	0	0
PLCZ1	GRCh37	12:18836103-18890991	FALSE	hifi	gene	1	NA	NA
SLCO1C1	GRCh37	12:20848289-20906320	FALSE	v4	gene	0.966328342	152	NA
SLCO1C1	GRCh37	12:20848289-20906320	FALSE	v4	exon	1	7	NA
SLCO1C1	GRCh37	12:20848289-20906320	FALSE	mrg	gene	0	0	0
SLCO1C1	GRCh37	12:20848289-20906320	FALSE	mrg	exon	0	0	0
SLCO1C1	GRCh37	12:20848289-20906320	FALSE	hifi	gene	1	NA	NA
SLCO1B3	GRCh37	12:20963636-21243040	FALSE	v4	gene	0.981331692	894	NA
SLCO1B3	GRCh37	12:20963636-21243040	FALSE	v4	exon	1	5	NA
SLCO1B3	GRCh37	12:20963636-21243040	FALSE	mrg	gene	0	0	0
SLCO1B3	GRCh37	12:20963636-21243040	FALSE	mrg	exon	0	0	0
SLCO1B3	GRCh37	12:20963636-21243040	FALSE	hifi	gene	1	NA	NA
SLCO1B1	GRCh37	12:21284136-21392180	FALSE	v4	gene	0.98834734	105	NA
SLCO1B1	GRCh37	12:21284136-21392180	FALSE	v4	exon	0.980578139	1	NA
SLCO1B1	GRCh37	12:21284136-21392180	FALSE	mrg	gene	0	0	0
SLCO1B1	GRCh37	12:21284136-21392180	FALSE	mrg	exon	0	0	0
SLCO1B1	GRCh37	12:21284136-21392180	FALSE	hifi	gene	1	NA	NA
SLCO1A2	GRCh37	12:21417534-21572528	FALSE	v4	gene	0.991857749	96	NA
SLCO1A2	GRCh37	12:21417534-21572528	FALSE	v4	exon	1	5	NA
SLCO1A2	GRCh37	12:21417534-21572528	FALSE	mrg	gene	0	0	0
SLCO1A2	GRCh37	12:21417534-21572528	FALSE	mrg	exon	0	0	0
SLCO1A2	GRCh37	12:21417534-21572528	FALSE	hifi	gene	1	NA	NA
IAPP	GRCh37	12:21507893-21532912	FALSE	v4	gene	0.990846956	52	NA
IAPP	GRCh37	12:21507893-21532912	FALSE	v4	exon	1	0	NA
IAPP	GRCh37	12:21507893-21532912	FALSE	mrg	gene	0	0	0
IAPP	GRCh37	12:21507893-21532912	FALSE	mrg	exon	0	0	0
IAPP	GRCh37	12:21507893-21532912	FALSE	hifi	gene	1	NA	NA
PYROXD1	GRCh37	12:21590549-21623300	FALSE	v4	gene	0.931971543	187	NA
PYROXD1	GRCh37	12:21590549-21623300	FALSE	v4	exon	0.769084574	4	NA
PYROXD1	GRCh37	12:21590549-21623300	FALSE	mrg	gene	0	0	0
PYROXD1	GRCh37	12:21590549-21623300	FALSE	mrg	exon	0	0	0
PYROXD1	GRCh37	12:21590549-21623300	FALSE	hifi	gene	1	NA	NA
RECQL	GRCh37	12:21621845-21654603	FALSE	v4	gene	0.968496245	64	NA
RECQL	GRCh37	12:21621845-21654603	FALSE	v4	exon	0.796311364	5	NA
RECQL	GRCh37	12:21621845-21654603	FALSE	mrg	gene	0	0	0
RECQL	GRCh37	12:21621845-21654603	FALSE	mrg	exon	0	0	0
RECQL	GRCh37	12:21621845-21654603	FALSE	hifi	gene	1	NA	NA
GYS2	GRCh37	12:21689123-21757781	FALSE	v4	gene	0.984648548	82	NA
GYS2	GRCh37	12:21689123-21757781	FALSE	v4	exon	1	0	NA
GYS2	GRCh37	12:21689123-21757781	FALSE	mrg	gene	0	0	0
GYS2	GRCh37	12:21689123-21757781	FALSE	mrg	exon	0	0	0
GYS2	GRCh37	12:21689123-21757781	FALSE	hifi	gene	1	NA	NA
LDHB	GRCh37	12:21788276-21910791	FALSE	v4	gene	0.976819165	112	NA
LDHB	GRCh37	12:21788276-21910791	FALSE	v4	exon	1	2	NA
LDHB	GRCh37	12:21788276-21910791	FALSE	mrg	gene	0	0	0
LDHB	GRCh37	12:21788276-21910791	FALSE	mrg	exon	0	0	0
LDHB	GRCh37	12:21788276-21910791	FALSE	hifi	gene	1	NA	NA
KCNJ8	GRCh37	12:21917889-21928515	FALSE	v4	gene	0.967720685	2	NA
KCNJ8	GRCh37	12:21917889-21928515	FALSE	v4	exon	0.98030176	0	NA
KCNJ8	GRCh37	12:21917889-21928515	FALSE	mrg	gene	0	0	0
KCNJ8	GRCh37	12:21917889-21928515	FALSE	mrg	exon	0	0	0
KCNJ8	GRCh37	12:21917889-21928515	FALSE	hifi	gene	1	NA	NA
ABCC9	GRCh37	12:21950335-22094336	FALSE	v4	gene	0.979451532	238	NA
ABCC9	GRCh37	12:21950335-22094336	FALSE	v4	exon	0.997497617	1	NA
ABCC9	GRCh37	12:21950335-22094336	FALSE	mrg	gene	0	0	0
ABCC9	GRCh37	12:21950335-22094336	FALSE	mrg	exon	0	0	0
ABCC9	GRCh37	12:21950335-22094336	FALSE	hifi	gene	1	NA	NA
ST8SIA1	GRCh37	12:22216707-22589975	FALSE	v4	gene	0.932654286	553	NA
ST8SIA1	GRCh37	12:22216707-22589975	FALSE	v4	exon	0.967143887	8	NA
ST8SIA1	GRCh37	12:22216707-22589975	FALSE	mrg	gene	0	0	0
ST8SIA1	GRCh37	12:22216707-22589975	FALSE	mrg	exon	0	0	0
ST8SIA1	GRCh37	12:22216707-22589975	FALSE	hifi	gene	1	NA	NA
ETNK1	GRCh37	12:22778009-22843599	FALSE	v4	gene	0.986842506	15	NA
ETNK1	GRCh37	12:22778009-22843599	FALSE	v4	exon	0.982595988	0	NA
ETNK1	GRCh37	12:22778009-22843599	FALSE	mrg	gene	0	0	0
ETNK1	GRCh37	12:22778009-22843599	FALSE	mrg	exon	0	0	0
ETNK1	GRCh37	12:22778009-22843599	FALSE	hifi	gene	1	NA	NA
SOX5	GRCh37	12:23682440-24103966	FALSE	v4	gene	0.97940815	552	NA
SOX5	GRCh37	12:23682440-24103966	FALSE	v4	exon	0.976512358	6	NA
SOX5	GRCh37	12:23682440-24103966	FALSE	mrg	gene	0	0	0
SOX5	GRCh37	12:23682440-24103966	FALSE	mrg	exon	0	0	0
SOX5	GRCh37	12:23682440-24103966	FALSE	hifi	gene	1	NA	NA
BCAT1	GRCh37	12:24964295-25102393	FALSE	v4	gene	0.960499066	249	NA
BCAT1	GRCh37	12:24964295-25102393	FALSE	v4	exon	0.850426864	6	NA
BCAT1	GRCh37	12:24964295-25102393	FALSE	mrg	gene	0	0	0
BCAT1	GRCh37	12:24964295-25102393	FALSE	mrg	exon	0	0	0
BCAT1	GRCh37	12:24964295-25102393	FALSE	hifi	gene	1	NA	NA
KRAS	GRCh37	12:25357723-25403870	FALSE	v4	gene	0.965176501	67	NA
KRAS	GRCh37	12:25357723-25403870	FALSE	v4	exon	0.943566208	14	NA
KRAS	GRCh37	12:25357723-25403870	FALSE	mrg	gene	0	0	0
KRAS	GRCh37	12:25357723-25403870	FALSE	mrg	exon	0	0	0
KRAS	GRCh37	12:25357723-25403870	FALSE	hifi	gene	1	NA	NA
SSPN	GRCh37	12:26274924-26452223	FALSE	v4	gene	0.962402495	313	NA
SSPN	GRCh37	12:26274924-26452223	FALSE	v4	exon	0.976031957	5	NA
SSPN	GRCh37	12:26274924-26452223	FALSE	mrg	gene	0	0	0
SSPN	GRCh37	12:26274924-26452223	FALSE	mrg	exon	0	0	0
SSPN	GRCh37	12:26274924-26452223	FALSE	hifi	gene	1	NA	NA
STK38L	GRCh37	12:27396901-27478892	FALSE	v4	gene	0.970496762	123	NA
STK38L	GRCh37	12:27396901-27478892	FALSE	v4	exon	1	3	NA
STK38L	GRCh37	12:27396901-27478892	FALSE	mrg	gene	0	0	0
STK38L	GRCh37	12:27396901-27478892	FALSE	mrg	exon	0	0	0
STK38L	GRCh37	12:27396901-27478892	FALSE	hifi	gene	1	NA	NA
PPFIBP1	GRCh37	12:27676364-27848497	FALSE	v4	gene	0.97541436	336	NA
PPFIBP1	GRCh37	12:27676364-27848497	FALSE	v4	exon	0.983193277	5	NA
PPFIBP1	GRCh37	12:27676364-27848497	FALSE	mrg	gene	0	0	0
PPFIBP1	GRCh37	12:27676364-27848497	FALSE	mrg	exon	0	0	0
PPFIBP1	GRCh37	12:27676364-27848497	FALSE	hifi	gene	1	NA	NA
PTHLH	GRCh37	12:28111017-28125638	FALSE	v4	gene	0.94685726	27	NA
PTHLH	GRCh37	12:28111017-28125638	FALSE	v4	exon	0.984544558	5	NA
PTHLH	GRCh37	12:28111017-28125638	FALSE	mrg	gene	0	0	0
PTHLH	GRCh37	12:28111017-28125638	FALSE	mrg	exon	0	0	0
PTHLH	GRCh37	12:28111017-28125638	FALSE	hifi	gene	1	NA	NA
DDX11	GRCh37	12:31226779-31257725	FALSE	v4	gene	0.971821883	31	NA
DDX11	GRCh37	12:31226779-31257725	FALSE	v4	exon	1	7	NA
DDX11	GRCh37	12:31226779-31257725	FALSE	mrg	gene	0	0	0
DDX11	GRCh37	12:31226779-31257725	FALSE	mrg	exon	0	0	0
DDX11	GRCh37	12:31226779-31257725	FALSE	hifi	gene	1	NA	NA
FGD4	GRCh37	12:32552463-32798984	FALSE	v4	gene	0.964773792	640	NA
FGD4	GRCh37	12:32552463-32798984	FALSE	v4	exon	0.974954407	12	NA
FGD4	GRCh37	12:32552463-32798984	FALSE	mrg	gene	0	0	0
FGD4	GRCh37	12:32552463-32798984	FALSE	mrg	exon	0	0	0
FGD4	GRCh37	12:32552463-32798984	FALSE	hifi	gene	1	NA	NA
DNM1L	GRCh37	12:32832134-32898486	FALSE	v4	gene	0.946934531	23	NA
DNM1L	GRCh37	12:32832134-32898486	FALSE	v4	exon	0.955016538	1	NA
DNM1L	GRCh37	12:32832134-32898486	FALSE	mrg	gene	0	0	0
DNM1L	GRCh37	12:32832134-32898486	FALSE	mrg	exon	0	0	0
DNM1L	GRCh37	12:32832134-32898486	FALSE	hifi	gene	1	NA	NA
YARS2	GRCh37	12:32880424-32908836	FALSE	v4	gene	0.984407997	11	NA
YARS2	GRCh37	12:32880424-32908836	FALSE	v4	exon	1	0	NA
YARS2	GRCh37	12:32880424-32908836	FALSE	mrg	gene	0	0	0
YARS2	GRCh37	12:32880424-32908836	FALSE	mrg	exon	0	0	0
YARS2	GRCh37	12:32880424-32908836	FALSE	hifi	gene	1	NA	NA
PKP2	GRCh37	12:32943679-33049774	FALSE	v4	gene	0.961779537	98	NA
PKP2	GRCh37	12:32943679-33049774	FALSE	v4	exon	0.986877828	1	NA
PKP2	GRCh37	12:32943679-33049774	FALSE	mrg	gene	0	0	0
PKP2	GRCh37	12:32943679-33049774	FALSE	mrg	exon	0	0	0
PKP2	GRCh37	12:32943679-33049774	FALSE	hifi	gene	1	NA	NA
ALG10	GRCh37	12:34175216-34182629	FALSE	v4	gene	0.996087954	3	NA
ALG10	GRCh37	12:34175216-34182629	FALSE	v4	exon	0.991631799	2	NA
ALG10	GRCh37	12:34175216-34182629	FALSE	mrg	gene	0	0	0
ALG10	GRCh37	12:34175216-34182629	FALSE	mrg	exon	0	0	0
ALG10	GRCh37	12:34175216-34182629	FALSE	hifi	gene	1	NA	NA
ALG10B	GRCh37	12:38710380-38717784	FALSE	v4	gene	0.992301459	16	NA
ALG10B	GRCh37	12:38710380-38717784	FALSE	v4	exon	0.981660232	8	NA
ALG10B	GRCh37	12:38710380-38717784	FALSE	mrg	gene	0	0	0
ALG10B	GRCh37	12:38710380-38717784	FALSE	mrg	exon	0	0	0
ALG10B	GRCh37	12:38710380-38717784	FALSE	hifi	gene	1	NA	NA
KIF21A	GRCh37	12:39687030-39837192	FALSE	v4	gene	0.982598793	24	NA
KIF21A	GRCh37	12:39687030-39837192	FALSE	v4	exon	1	2	NA
KIF21A	GRCh37	12:39687030-39837192	FALSE	mrg	gene	0	0	0
KIF21A	GRCh37	12:39687030-39837192	FALSE	mrg	exon	0	0	0
KIF21A	GRCh37	12:39687030-39837192	FALSE	hifi	gene	1	NA	NA
LRRK2	GRCh37	12:40590546-40763087	FALSE	v4	gene	0.972713732	169	NA
LRRK2	GRCh37	12:40590546-40763087	FALSE	v4	exon	1	3	NA
LRRK2	GRCh37	12:40590546-40763087	FALSE	mrg	gene	0	0	0
LRRK2	GRCh37	12:40590546-40763087	FALSE	mrg	exon	0	0	0
LRRK2	GRCh37	12:40590546-40763087	FALSE	hifi	gene	1	NA	NA
CNTN1	GRCh37	12:41086244-41466220	FALSE	v4	gene	0.97356412	562	NA
CNTN1	GRCh37	12:41086244-41466220	FALSE	v4	exon	1	5	NA
CNTN1	GRCh37	12:41086244-41466220	FALSE	mrg	gene	0	0	0
CNTN1	GRCh37	12:41086244-41466220	FALSE	mrg	exon	0	0	0
CNTN1	GRCh37	12:41086244-41466220	FALSE	hifi	gene	1	NA	NA
PRICKLE1	GRCh37	12:42852140-42984157	FALSE	v4	gene	0.966860329	284	NA
PRICKLE1	GRCh37	12:42852140-42984157	FALSE	v4	exon	0.992670157	7	NA
PRICKLE1	GRCh37	12:42852140-42984157	FALSE	mrg	gene	0	0	0
PRICKLE1	GRCh37	12:42852140-42984157	FALSE	mrg	exon	0	0	0
PRICKLE1	GRCh37	12:42852140-42984157	FALSE	hifi	gene	1	NA	NA
IRAK4	GRCh37	12:44152747-44183346	FALSE	v4	gene	0.989117291	51	NA
IRAK4	GRCh37	12:44152747-44183346	FALSE	v4	exon	0.976432532	6	NA
IRAK4	GRCh37	12:44152747-44183346	FALSE	mrg	gene	0	0	0
IRAK4	GRCh37	12:44152747-44183346	FALSE	mrg	exon	0	0	0
IRAK4	GRCh37	12:44152747-44183346	FALSE	hifi	gene	1	NA	NA
ANO6	GRCh37	12:45609770-45834187	FALSE	v4	gene	0.9887308	147	NA
ANO6	GRCh37	12:45609770-45834187	FALSE	v4	exon	0.996618289	1	NA
ANO6	GRCh37	12:45609770-45834187	FALSE	mrg	gene	0	0	0
ANO6	GRCh37	12:45609770-45834187	FALSE	mrg	exon	0	0	0
ANO6	GRCh37	12:45609770-45834187	FALSE	hifi	gene	1	NA	NA
ARID2	GRCh37	12:46123448-46301823	FALSE	v4	gene	0.978225648	81	NA
ARID2	GRCh37	12:46123448-46301823	FALSE	v4	exon	1	0	NA
ARID2	GRCh37	12:46123448-46301823	FALSE	mrg	gene	0	0	0
ARID2	GRCh37	12:46123448-46301823	FALSE	mrg	exon	0	0	0
ARID2	GRCh37	12:46123448-46301823	FALSE	hifi	gene	1	NA	NA
VDR	GRCh37	12:48235320-48336831	FALSE	v4	gene	0.966860734	140	NA
VDR	GRCh37	12:48235320-48336831	FALSE	v4	exon	0.971348315	6	NA
VDR	GRCh37	12:48235320-48336831	FALSE	mrg	gene	0	0	0
VDR	GRCh37	12:48235320-48336831	FALSE	mrg	exon	0	0	0
VDR	GRCh37	12:48235320-48336831	FALSE	hifi	gene	1	NA	NA
COL2A1	GRCh37	12:48366748-48398269	FALSE	v4	gene	0.993464674	47	NA
COL2A1	GRCh37	12:48366748-48398269	FALSE	v4	exon	1	3	NA
COL2A1	GRCh37	12:48366748-48398269	FALSE	mrg	gene	0	0	0
COL2A1	GRCh37	12:48366748-48398269	FALSE	mrg	exon	0	0	0
COL2A1	GRCh37	12:48366748-48398269	FALSE	hifi	gene	1	NA	NA
PFKM	GRCh37	12:48498922-48540187	FALSE	v4	gene	0.994668605	6	NA
PFKM	GRCh37	12:48498922-48540187	FALSE	v4	exon	1	1	NA
PFKM	GRCh37	12:48498922-48540187	FALSE	mrg	gene	0	0	0
PFKM	GRCh37	12:48498922-48540187	FALSE	mrg	exon	0	0	0
PFKM	GRCh37	12:48498922-48540187	FALSE	hifi	gene	1	NA	NA
ADCY6	GRCh37	12:49159975-49182820	FALSE	v4	gene	0.988137448	2	NA
ADCY6	GRCh37	12:49159975-49182820	FALSE	v4	exon	1	0	NA
ADCY6	GRCh37	12:49159975-49182820	FALSE	mrg	gene	0	0	0
ADCY6	GRCh37	12:49159975-49182820	FALSE	mrg	exon	0	0	0
ADCY6	GRCh37	12:49159975-49182820	FALSE	hifi	gene	1	NA	NA
WNT10B	GRCh37	12:49359123-49365546	FALSE	v4	gene	0.941927448	7	NA
WNT10B	GRCh37	12:49359123-49365546	FALSE	v4	exon	1	3	NA
WNT10B	GRCh37	12:49359123-49365546	FALSE	mrg	gene	0	0	0
WNT10B	GRCh37	12:49359123-49365546	FALSE	mrg	exon	0	0	0
WNT10B	GRCh37	12:49359123-49365546	FALSE	hifi	gene	1	NA	NA
WNT1	GRCh37	12:49372398-49375459	FALSE	v4	gene	1	0	NA
WNT1	GRCh37	12:49372398-49375459	FALSE	v4	exon	1	0	NA
WNT1	GRCh37	12:49372398-49375459	FALSE	mrg	gene	0	0	0
WNT1	GRCh37	12:49372398-49375459	FALSE	mrg	exon	0	0	0
WNT1	GRCh37	12:49372398-49375459	FALSE	hifi	gene	1	NA	NA
KMT2D	GRCh37	12:49412758-49453557	FALSE	v4	gene	0.966004069	7	NA
KMT2D	GRCh37	12:49412758-49453557	FALSE	v4	exon	0.954918668	1	NA
KMT2D	GRCh37	12:49412758-49453557	FALSE	mrg	gene	0	0	0
KMT2D	GRCh37	12:49412758-49453557	FALSE	mrg	exon	0	0	0
KMT2D	GRCh37	12:49412758-49453557	FALSE	hifi	gene	1	NA	NA
DHH	GRCh37	12:49483204-49488602	FALSE	v4	gene	0.981104113	2	NA
DHH	GRCh37	12:49483204-49488602	FALSE	v4	exon	1	0	NA
DHH	GRCh37	12:49483204-49488602	FALSE	mrg	gene	0	0	0
DHH	GRCh37	12:49483204-49488602	FALSE	mrg	exon	0	0	0
DHH	GRCh37	12:49483204-49488602	FALSE	hifi	gene	1	NA	NA
TUBA1A	GRCh37	12:49578579-49583107	FALSE	v4	gene	0.976369258	8	NA
TUBA1A	GRCh37	12:49578579-49583107	FALSE	v4	exon	1	2	NA
TUBA1A	GRCh37	12:49578579-49583107	FALSE	mrg	gene	0	0	0
TUBA1A	GRCh37	12:49578579-49583107	FALSE	mrg	exon	0	0	0
TUBA1A	GRCh37	12:49578579-49583107	FALSE	hifi	gene	1	NA	NA
PRPH	GRCh37	12:49687035-49692465	FALSE	v4	gene	1	8	NA
PRPH	GRCh37	12:49687035-49692465	FALSE	v4	exon	1	5	NA
PRPH	GRCh37	12:49687035-49692465	FALSE	mrg	gene	0	0	0
PRPH	GRCh37	12:49687035-49692465	FALSE	mrg	exon	0	0	0
PRPH	GRCh37	12:49687035-49692465	FALSE	hifi	gene	1	NA	NA
TROAP	GRCh37	12:49717019-49725514	FALSE	v4	gene	0.938434373	12	NA
TROAP	GRCh37	12:49717019-49725514	FALSE	v4	exon	1	3	NA
TROAP	GRCh37	12:49717019-49725514	FALSE	mrg	gene	0	0	0
TROAP	GRCh37	12:49717019-49725514	FALSE	mrg	exon	0	0	0
TROAP	GRCh37	12:49717019-49725514	FALSE	hifi	gene	1	NA	NA
KCNH3	GRCh37	12:49932940-49952091	FALSE	v4	gene	0.972429638	28	NA
KCNH3	GRCh37	12:49932940-49952091	FALSE	v4	exon	1	2	NA
KCNH3	GRCh37	12:49932940-49952091	FALSE	mrg	gene	0	0	0
KCNH3	GRCh37	12:49932940-49952091	FALSE	mrg	exon	0	0	0
KCNH3	GRCh37	12:49932940-49952091	FALSE	hifi	gene	1	NA	NA
PRPF40B	GRCh37	12:49962001-50038449	FALSE	v4	gene	0.958403098	66	NA
PRPF40B	GRCh37	12:49962001-50038449	FALSE	v4	exon	0.987199025	1	NA
PRPF40B	GRCh37	12:49962001-50038449	FALSE	mrg	gene	0	0	0
PRPF40B	GRCh37	12:49962001-50038449	FALSE	mrg	exon	0	0	0
PRPF40B	GRCh37	12:49962001-50038449	FALSE	hifi	gene	1	NA	NA
AQP2	GRCh37	12:50344524-50352664	FALSE	v4	gene	1	22	NA
AQP2	GRCh37	12:50344524-50352664	FALSE	v4	exon	1	9	NA
AQP2	GRCh37	12:50344524-50352664	FALSE	mrg	gene	0	0	0
AQP2	GRCh37	12:50344524-50352664	FALSE	mrg	exon	0	0	0
AQP2	GRCh37	12:50344524-50352664	FALSE	hifi	gene	1	NA	NA
AQP5	GRCh37	12:50355653-50359464	FALSE	v4	gene	0.962739438	7	NA
AQP5	GRCh37	12:50355653-50359464	FALSE	v4	exon	0.901798064	2	NA
AQP5	GRCh37	12:50355653-50359464	FALSE	mrg	gene	0	0	0
AQP5	GRCh37	12:50355653-50359464	FALSE	mrg	exon	0	0	0
AQP5	GRCh37	12:50355653-50359464	FALSE	hifi	gene	1	NA	NA
SMARCD1	GRCh37	12:50478755-50494495	FALSE	v4	gene	0.953303685	14	NA
SMARCD1	GRCh37	12:50478755-50494495	FALSE	v4	exon	0.951440329	0	NA
SMARCD1	GRCh37	12:50478755-50494495	FALSE	mrg	gene	0	0	0
SMARCD1	GRCh37	12:50478755-50494495	FALSE	mrg	exon	0	0	0
SMARCD1	GRCh37	12:50478755-50494495	FALSE	hifi	gene	1	NA	NA
GPD1	GRCh37	12:50497602-50505102	FALSE	v4	gene	0.9864	3	NA
GPD1	GRCh37	12:50497602-50505102	FALSE	v4	exon	1	1	NA
GPD1	GRCh37	12:50497602-50505102	FALSE	mrg	gene	0	0	0
GPD1	GRCh37	12:50497602-50505102	FALSE	mrg	exon	0	0	0
GPD1	GRCh37	12:50497602-50505102	FALSE	hifi	gene	1	NA	NA
COX14	GRCh37	12:50505762-50514240	TRUE	v4	gene	0.865180467	9	NA
COX14	GRCh37	12:50505762-50514240	TRUE	v4	exon	1	2	NA
COX14	GRCh37	12:50505762-50514240	TRUE	mrg	gene	0.98844067	15	0
COX14	GRCh37	12:50505762-50514240	TRUE	mrg	exon	1	2	0
COX14	GRCh37	12:50505762-50514240	TRUE	hifi	gene	1	NA	NA
DIP2B	GRCh37	12:50898768-51142450	FALSE	v4	gene	0.958798762	255	NA
DIP2B	GRCh37	12:50898768-51142450	FALSE	v4	exon	1	5	NA
DIP2B	GRCh37	12:50898768-51142450	FALSE	mrg	gene	0	0	0
DIP2B	GRCh37	12:50898768-51142450	FALSE	mrg	exon	0	0	0
DIP2B	GRCh37	12:50898768-51142450	FALSE	hifi	gene	1	NA	NA
ATF1	GRCh37	12:51157493-51214905	FALSE	v4	gene	0.979185536	101	NA
ATF1	GRCh37	12:51157493-51214905	FALSE	v4	exon	1	3	NA
ATF1	GRCh37	12:51157493-51214905	FALSE	mrg	gene	0	0	0
ATF1	GRCh37	12:51157493-51214905	FALSE	mrg	exon	0	0	0
ATF1	GRCh37	12:51157493-51214905	FALSE	hifi	gene	1	NA	NA
SLC11A2	GRCh37	12:51373184-51422349	FALSE	v4	gene	0.933489271	78	NA
SLC11A2	GRCh37	12:51373184-51422349	FALSE	v4	exon	1	8	NA
SLC11A2	GRCh37	12:51373184-51422349	FALSE	mrg	gene	0	0	0
SLC11A2	GRCh37	12:51373184-51422349	FALSE	mrg	exon	0	0	0
SLC11A2	GRCh37	12:51373184-51422349	FALSE	hifi	gene	1	NA	NA
GALNT6	GRCh37	12:51745031-51786651	FALSE	v4	gene	0.981667468	71	NA
GALNT6	GRCh37	12:51745031-51786651	FALSE	v4	exon	1	6	NA
GALNT6	GRCh37	12:51745031-51786651	FALSE	mrg	gene	0	0	0
GALNT6	GRCh37	12:51745031-51786651	FALSE	mrg	exon	0	0	0
GALNT6	GRCh37	12:51745031-51786651	FALSE	hifi	gene	1	NA	NA
SCN8A	GRCh37	12:51984050-52206648	FALSE	v4	gene	0.977322348	251	NA
SCN8A	GRCh37	12:51984050-52206648	FALSE	v4	exon	1	4	NA
SCN8A	GRCh37	12:51984050-52206648	FALSE	mrg	gene	0	0	0
SCN8A	GRCh37	12:51984050-52206648	FALSE	mrg	exon	0	0	0
SCN8A	GRCh37	12:51984050-52206648	FALSE	hifi	gene	1	NA	NA
ACVRL1	GRCh37	12:52300692-52317145	FALSE	v4	gene	0.987479487	26	NA
ACVRL1	GRCh37	12:52300692-52317145	FALSE	v4	exon	1	0	NA
ACVRL1	GRCh37	12:52300692-52317145	FALSE	mrg	gene	0	0	0
