gene	ref	chrom	start	end	data_set	avg_cov	bp_cov_by_100X	bp_cov_by_20X
ELAC2	GRCh37	17	12895708	12921504	CCS	41.25	0	1
COX10	GRCh37	17	13972813	14111994	CCS	56.8	0	1
PMP22	GRCh37	17	15133095	15168643	CCS	59.55	0	1
TTC19	GRCh37	17	15902694	15948329	CCS	52.2	0	1
NCOR1	GRCh37	17	15932471	16121499	CCS	56.44	0	1
PIGL	GRCh37	17	16120505	16252115	CCS	49.72	0	1
TNFRSF13B	GRCh37	17	16832849	16875432	CCS	55.23	0	1
FLCN	GRCh37	17	17115526	17140502	CCS	54.03	0	1
RAI1	GRCh37	17	17584787	17714767	CCS	42.95	0	1
SREBF1	GRCh37	17	17713713	17740325	CCS	43.43	0	1
ATPAF2	GRCh37	17	17880723	17942523	CCS	50.89	0	1
MYO15A	GRCh37	17	18012020	18083116	CCS	56.13	0	1
LLGL1	GRCh37	17	18128901	18148189	CCS	49.57	0	1
SHMT1	GRCh37	17	18231187	18266856	CCS	50.94	0	1
B9D1	GRCh37	17	19240867	19281495	CCS	52.75	0	1
MFAP4	GRCh37	17	19286755	19290553	CCS	49.9	0	1
SLC47A1	GRCh37	17	19398698	19482347	CCS	49.29	0	1
ALDH3A2	GRCh37	17	19551449	19580911	CCS	60.87	0	1
SLC47A2	GRCh37	17	19581601	19622292	CCS	56.4	0	1
AKAP10	GRCh37	17	19807615	19881656	CCS	52.56	0	1
SPECC1	GRCh37	17	19912657	20222339	CCS	52.95	0	0.997514885
MAP2K3	GRCh37	17	21187984	21218552	CCS	60.02	0.008984242	1
NOS2	GRCh37	17	26083792	26127525	CCS	53.86	0	1
SLC46A1	GRCh37	17	26721661	26734215	CCS	57.87	0	1
SLC13A2	GRCh37	17	26800311	26824799	CCS	47.38	0	1
FOXN1	GRCh37	17	26833261	26865914	CCS	49.7	0	1
UNC119	GRCh37	17	26873725	26879686	CCS	50.38	0	1
KIAA0100	GRCh37	17	26941458	26972472	CCS	52.46	0	1
NEK8	GRCh37	17	27052915	27070473	CCS	42.09	0	1
SEZ6	GRCh37	17	27281919	27333458	CCS	57.28	0	1
CRYBA1	GRCh37	17	27573881	27581512	CCS	46.19	0	1
GIT1	GRCh37	17	27900487	27921072	CCS	50.21	0	1
EFCAB5	GRCh37	17	28256218	28435470	CCS	59.93	0	1
SLC6A4	GRCh37	17	28521337	28563020	CCS	53.7	0	1
BLMH	GRCh37	17	28575218	28619074	CCS	53.75	0	1
RNF135	GRCh37	17	29295803	29326929	CCS	48.77	0	1
NF1	GRCh37	17	29421945	29709134	CCS	59.39	0	1
OMG	GRCh37	17	29599031	29624557	CCS	58.22	0	1
SUZ12	GRCh37	17	30264037	30328064	CCS	49.3	0	1
CDK5R1	GRCh37	17	30813637	30818274	CCS	50.23	0	1
CCL2	GRCh37	17	32582304	32584222	CCS	62.6	0	1
CCL11	GRCh37	17	32612687	32615353	CCS	63.86	0	1
LIG3	GRCh37	17	33307513	33332083	CCS	58.16	0	1
RAD51D	GRCh37	17	33426811	33448541	CCS	53.13	0	1
SLFN5	GRCh37	17	33570055	33600674	CCS	60.43	0	1
PEX12	GRCh37	17	33901814	33905882	CCS	56.9	0	1
GAS2L2	GRCh37	17	34071530	34079897	CCS	51.88	0	1
TAF15	GRCh37	17	34136459	34191619	CCS	50	0	1
CCL5	GRCh37	17	34198495	34207797	CCS	44.14	0	1
CCL3	GRCh37	17	34415602	34417515	CCS	42.48	0	1
CCL4L1	GRCh37	17	34538310	34540280	CCS	3.02	0	0
CCL3L1	GRCh37	17	34623842	34625731	CCS	20.21	0	0.659194538
LHX1	GRCh37	17	35294084	35301917	CCS	57.37	0	1
ACACA	GRCh37	17	35441923	35766909	CCS	54.53	0	1
HNF1B	GRCh37	17	36046435	36105237	CCS	49.55	0	1
GPR179	GRCh37	17	36481413	36499730	CCS	46.76	0	1
MLLT6	GRCh37	17	36861795	36886056	CCS	42.57	0	1
LASP1	GRCh37	17	37026112	37078023	CCS	45.89	0	1
CDK12	GRCh37	17	37617764	37721160	CCS	50.04	0	1
TCAP	GRCh37	17	37820440	37822808	CCS	54.46	0	1
PNMT	GRCh37	17	37824234	37826728	CCS	54.74	0	1
ERBB2	GRCh37	17	37844167	37886679	CCS	51.83	0	1
IKZF3	GRCh37	17	37921198	38020441	CCS	57.06	0	1
ZPBP2	GRCh37	17	38024417	38034149	CCS	53.86	0	1
THRA	GRCh37	17	38214543	38250120	CCS	48.66	0	1
CDC6	GRCh37	17	38443885	38459171	CCS	50.09	0	1
RARA	GRCh37	17	38465444	38513094	CCS	52.2	0	1
TOP2A	GRCh37	17	38544768	38574202	CCS	55.9	0	1
CCR7	GRCh37	17	38710021	38721724	CCS	59.82	0	1
SMARCE1	GRCh37	17	38781214	38804760	CCS	67.56	0	1
KRT10	GRCh37	17	38974369	38978847	CCS	69.88	0	1
TMEM99	GRCh37	17	38975358	38992522	CCS	67.79	0	1
KRT37	GRCh37	17	39577005	39580775	CCS	62.59	0	1
KRT38	GRCh37	17	39592698	39597173	CCS	62.79	0	1
KRT13	GRCh37	17	39657233	39661957	CCS	51.65	0	1
KRT9	GRCh37	17	39722096	39728310	CCS	53.4	0	1
KRT14	GRCh37	17	39738531	39743173	CCS	49.08	0	1
KRT16	GRCh37	17	39766030	39772151	CCS	45.47	0	1
KRT17	GRCh37	17	39775689	39781094	CCS	47.93	0	1
HCRT	GRCh37	17	40336078	40337470	CCS	43.35	0	1
STAT5B	GRCh37	17	40351186	40428725	CCS	48.42	0	1
STAT3	GRCh37	17	40465342	40540586	CCS	51.16	0	1
PTRF	GRCh37	17	40554470	40575535	CCS	49.12	0	1
NAGLU	GRCh37	17	40688190	40696467	CCS	50.2	0	1
PSMC3IP	GRCh37	17	40724333	40729849	CCS	55.24	0	1
WNK4	GRCh37	17	40932696	40948954	CCS	56.68	0	1
G6PC	GRCh37	17	41052814	41065386	CCS	51.7	0	1
BRCA1	GRCh37	17	41196312	41277500	CCS	49.98	0	1
ETV4	GRCh37	17	41605212	41656988	CCS	49.51	0	1
SOST	GRCh37	17	41831099	41836156	CCS	50.59	0	1
PYY	GRCh37	17	42030106	42081837	CCS	50.83	0	1
NAGS	GRCh37	17	42081914	42086431	CCS	53.17	0	1
G6PC3	GRCh37	17	42148103	42153709	CCS	48	0	1
SLC4A1	GRCh37	17	42325753	42345509	CCS	41.68	0	1
SLC25A39	GRCh37	17	42396993	42402238	CCS	43.79	0	1
GRN	GRCh37	17	42422614	42430470	CCS	41.3	0	1
ITGA2B	GRCh37	17	42449548	42466873	CCS	44.54	0	1
GPATCH8	GRCh37	17	42472652	42580798	CCS	47.6	0	1
EFTUD2	GRCh37	17	42927311	42977030	CCS	50.59	0	1
CCDC103	GRCh37	17	42976510	42982758	CCS	45.76	0	1
GFAP	GRCh37	17	42982376	42994305	CCS	44.37	0	1
MAP3K14	GRCh37	17	43340488	43394414	CCS	50.56	0	1
PLEKHM1	GRCh37	17	43513266	43568115	CCS	50.64	0	1
CRHR1	GRCh37	17	43699267	43913194	CCS	58.23	0.046190441	1
MAPT	GRCh37	17	43971748	44105700	CCS	54.6	0	1
KANSL1	GRCh37	17	44107282	44302733	CCS	63.44	0.014342687	0.994444704
WNT3	GRCh37	17	44839872	44910520	CCS	50.72	0	1
GOSR2	GRCh37	17	45000483	45105003	CCS	53.99	0	1
ITGB3	GRCh37	17	45331212	45421658	CCS	52.59	0	1
TBX21	GRCh37	17	45810610	45823485	CCS	49.03	0	1
PNPO	GRCh37	17	46018872	46025654	CCS	43.78	0	1
NFE2L1	GRCh37	17	46125691	46138849	CCS	46.07	0	1
HOXB1	GRCh37	17	46605888	46608359	CCS	54.73	0	1
HOXB6	GRCh37	17	46671639	46682354	CCS	43.45	0	1
HOXB8	GRCh37	17	46688739	46692478	CCS	46.17	0	1
HOXB13	GRCh37	17	46802125	46806540	CCS	55.75	0	1
GIP	GRCh37	17	47035916	47045958	CCS	43.1	0	1
B4GALNT2	GRCh37	17	47209822	47247351	CCS	51.09	0	1
PHB	GRCh37	17	47481414	47492246	CCS	44.59	0	1
SPOP	GRCh37	17	47676246	47755596	CCS	57.57	0	1
KAT7	GRCh37	17	47865917	47906458	CCS	51.08	0	1
DLX3	GRCh37	17	48067369	48072588	CCS	48.16	0	1
ITGA3	GRCh37	17	48133332	48167845	CCS	45.13	0	1
SGCA	GRCh37	17	48241575	48253292	CCS	45.83	0	1
COL1A1	GRCh37	17	48260650	48278993	CCS	45.26	0	1
XYLT2	GRCh37	17	48423453	48440499	CCS	51.92	0	1
EME1	GRCh37	17	48450581	48458844	CCS	50.84	0	1
CACNA1G	GRCh37	17	48638429	48704835	CCS	44.51	0	1
ABCC3	GRCh37	17	48712138	48769613	CCS	47.68	0	1
NME1	GRCh37	17	49230897	49239789	CCS	50.15	0	1
HLF	GRCh37	17	53342373	53402426	CCS	60.04	0	1
NOG	GRCh37	17	54671060	54672951	CCS	52.25	0	1
DGKE	GRCh37	17	54911460	54946036	CCS	54.08	0	1
MSI2	GRCh37	17	55333212	55762046	CCS	54.14	0	1
MKS1	GRCh37	17	56282803	56296966	CCS	57.65	0	1
RNF43	GRCh37	17	56429861	56494956	CCS	53.68	0	1
TEX14	GRCh37	17	56634039	56769416	CCS	49.6	0	1
RAD51C	GRCh37	17	56769934	56811703	CCS	50.19	0	1
TRIM37	GRCh37	17	57059999	57184282	CCS	50.99	0	1
CLTC	GRCh37	17	57697219	57773671	CCS	61.2	0.001872016	1
CA4	GRCh37	17	58227297	58248260	CCS	50.46	0	1
PPM1D	GRCh37	17	58677544	58741849	CCS	56.1	0	1
TBX2	GRCh37	17	59477257	59486827	CCS	48.61	0	1
TBX4	GRCh37	17	59529765	59562471	CCS	54.59	0	1
BRIP1	GRCh37	17	59758627	59940882	CCS	59.97	0	1
MED13	GRCh37	17	60019966	60142643	CCS	51.36	0	1
MRC2	GRCh37	17	60704762	60770958	CCS	48.38	0	1
ACE	GRCh37	17	61554422	61599205	CCS	53.33	0	1
TACO1	GRCh37	17	61678231	61685725	CCS	53.1	0	1
STRADA	GRCh37	17	61780192	61819330	CCS	45.64	0	1
GH2	GRCh37	17	61957578	61959295	CCS	50.03	0	1
CSH1	GRCh37	17	61972275	61974021	CCS	56.37	0	1
GH1	GRCh37	17	61994560	61996179	CCS	48.84	0	1
CD79B	GRCh37	17	62006100	62009714	CCS	39.67	0	1
SCN4A	GRCh37	17	62015914	62050278	CCS	36.98	0	1
RGS9	GRCh37	17	63133549	63223821	CCS	57.45	0	1
AXIN2	GRCh37	17	63524681	63557765	CCS	51.85	0	1
APOH	GRCh37	17	64208151	64252643	CCS	54.85	0	1
PRKCA	GRCh37	17	64298754	64806861	CCS	53.18	0	1
CACNG4	GRCh37	17	64961026	65029514	CCS	50.54	0	1
PRKAR1A	GRCh37	17	66507921	66547460	CCS	51.99	0	0.950125096
FAM20A	GRCh37	17	66531254	66597530	CCS	57.3	0	1
KCNJ2	GRCh37	17	68164814	68176189	CCS	64.1	0	1
SOX9	GRCh37	17	70117161	70122561	CCS	48.34	0	1
COG1	GRCh37	17	71189129	71204646	CCS	46.24	0	1
RPL38	GRCh37	17	72199721	72206794	CCS	45.28	0	1
DNAI2	GRCh37	17	72270386	72311023	CCS	45.9	0	1
SLC9A3R1	GRCh37	17	72744791	72765492	CCS	47.36	0	1
USH1G	GRCh37	17	72912176	72919351	CCS	48.85	0	1
SLC25A19	GRCh37	17	73269073	73285591	CCS	45.17	0	1
TSEN54	GRCh37	17	73512141	73520820	CCS	43.6	0	1
ITGB4	GRCh37	17	73717408	73753899	CCS	46.96	0	1
GALK1	GRCh37	17	73747675	73761792	CCS	44.48	0	1
H3F3B	GRCh37	17	73772515	73781974	CCS	47.83	0	1
UNC13D	GRCh37	17	73823306	73840798	CCS	43.54	0	1
ACOX1	GRCh37	17	73937588	73975515	CCS	48.25	0	1
FOXJ1	GRCh37	17	74132414	74137380	CCS	43.81	0	1
AANAT	GRCh37	17	74449433	74466199	CCS	46.85	0	1
RHBDF2	GRCh37	17	74466973	74497872	CCS	44.9	0	1
PRCD	GRCh37	17	74523668	74549660	CCS	46.03	0	1
ST6GALNAC2	GRCh37	17	74559792	74583038	CCS	49.2	0	1
ST6GALNAC1	GRCh37	17	74620843	74639920	CCS	50.01	0	1
SRSF2	GRCh37	17	74730197	74733456	CCS	46.96	0	1
MGAT5B	GRCh37	17	74864538	74946475	CCS	47.59	0	0.930636312
TMC6	GRCh37	17	76106539	76128488	CCS	44.36	0	1
TMC8	GRCh37	17	76126851	76139049	CCS	46.49	0	1
SOCS3	GRCh37	17	76352864	76356158	CCS	48.31	0	1
CANT1	GRCh37	17	76987799	77005949	CCS	43.37	0	1
CBX4	GRCh37	17	77806955	77813228	CCS	40.42	0	1
CCDC40	GRCh37	17	78010435	78074412	CCS	47.75	0	1
GAA	GRCh37	17	78075355	78093678	CCS	42.64	0	1
CARD14	GRCh37	17	78143791	78183130	CCS	47.89	0	1
SGSH	GRCh37	17	78180515	78194722	CCS	46.55	0	1
RNF213	GRCh37	17	78234665	78372586	CCS	48.02	0.012230147	1
RPTOR	GRCh37	17	78518619	78940171	CCS	48.78	0	1
FSCN2	GRCh37	17	79495422	79504156	CCS	47.62	0.00876185	1
PDE6G	GRCh37	17	79617489	79630142	CCS	44.79	0	1
CCDC137	GRCh37	17	79633394	79640934	CCS	42.54	0	1
GCGR	GRCh37	17	79762008	79771889	CCS	26.7	0	0.658366913
ARHGDIA	GRCh37	17	79825597	79829282	CCS	47.07	0	1
PYCR1	GRCh37	17	79890260	79900288	CCS	34.26	0	1
ASPSCR1	GRCh37	17	79934683	79975282	CCS	39.41	0	1
GPS1	GRCh37	17	80008567	80015346	CCS	48.83	0	1
FASN	GRCh37	17	80036214	80056208	CCS	44.61	0	1
SLC16A3	GRCh37	17	80186273	80219005	CCS	47.16	0	1
CSNK1D	GRCh37	17	80196899	80231607	CCS	47.85	0	1
WDR45B	GRCh37	17	80572438	80606429	CCS	35.77	0	1
FN3K	GRCh37	17	80693451	80709073	CCS	50.71	0	1
ZNF750	GRCh37	17	80787311	80798454	CCS	44.99	0	1
TYMS	GRCh37	18	657604	673578	CCS	58.94	0	1
SMCHD1	GRCh37	18	2655737	2805015	CCS	52.82	0	1
LPIN2	GRCh37	18	2916992	3013313	CCS	57.9	0	1
MYOM1	GRCh37	18	3066805	3220106	CCS	56.59	0	1
TGIF1	GRCh37	18	3411606	3458409	CCS	56.32	0	1
LAMA1	GRCh37	18	6941743	7117813	CCS	51.81	0	1
NDUFV2	GRCh37	18	9102628	9134343	CCS	58.54	0	1
APCDD1	GRCh37	18	10454625	10489945	CCS	55.04	0	1
GNAL	GRCh37	18	11688955	11885684	CCS	49.12	0	1
AFG3L2	GRCh37	18	12328943	12377313	CCS	45.05	0	1
MC2R	GRCh37	18	13882043	13915706	CCS	59.35	0	1
ROCK1	GRCh37	18	18526867	18691812	CCS	54.16	0.001307668	0.980331308
MIB1	GRCh37	18	19284918	19450918	CCS	52.24	0	1
GATA6	GRCh37	18	19749404	19782491	CCS	54.5	0	1
RBBP8	GRCh37	18	20378224	20606451	CCS	57.25	0	1
NPC1	GRCh37	18	21086148	21166862	CCS	54.07	0	1
LAMA3	GRCh37	18	21269407	21535030	CCS	57.3	0	1
ZNF521	GRCh37	18	22641890	22932154	CCS	59.76	0	1
SS18	GRCh37	18	23596578	23671181	CCS	60.98	0	1
AQP4	GRCh37	18	24432002	24445782	CCS	47.32	0	1
DSC3	GRCh37	18	28569974	28622781	CCS	69.62	0	1
DSC2	GRCh37	18	28645940	28682378	CCS	59.86	0	1
DSG1	GRCh37	18	28898052	28936992	CCS	60.84	0	1
DSG4	GRCh37	18	28956740	28994875	CCS	63.66	0	1
DSG3	GRCh37	18	29027758	29058665	CCS	57.88	0	1
DSG2	GRCh37	18	29078006	29128971	CCS	53.05	0	1
TTR	GRCh37	18	29171689	29178974	CCS	56.66	0	1
B4GALT6	GRCh37	18	29202210	29265799	CCS	55.32	0	1
ASXL3	GRCh37	18	31158579	31331156	CCS	61.64	0	1
DTNA	GRCh37	18	32073254	32471808	CCS	59.02	0	1
ELP2	GRCh37	18	33709407	33757909	CCS	58.62	0	1
MOCOS	GRCh37	18	33767482	33852120	CCS	52.68	0	1
SETBP1	GRCh37	18	42260138	42648475	CCS	54.62	0	1
SLC14A1	GRCh37	18	43304092	43332485	CCS	54.87	0	1
EPG5	GRCh37	18	43427574	43547240	CCS	54.29	0	1
PSTPIP2	GRCh37	18	43563502	43652238	CCS	55.07	0	1
LOXHD1	GRCh37	18	44056935	44236996	CCS	56.07	0	1
ST8SIA5	GRCh37	18	44259081	44339220	CCS	52.71	0	1
KATNAL2	GRCh37	18	44497455	44627658	CCS	75.3	0.093541242	1
TCEB3C	GRCh37	18	44554573	44556449	CCS	129.26	0.380193906	1
IER3IP1	GRCh37	18	44661027	44702652	CCS	57.82	0	1
SMAD2	GRCh37	18	45357922	45457515	CCS	62.14	0	1
SMAD7	GRCh37	18	46446223	46477081	CCS	51.37	0	1
DYM	GRCh37	18	46570039	46987717	CCS	60.23	0	1
LIPG	GRCh37	18	47087069	47119272	CCS	45.81	0	1
MYO5B	GRCh37	18	47349183	47721463	CCS	57.3	0	1
CCDC11	GRCh37	18	47753563	47792892	CCS	56.4	0	1
MBD1	GRCh37	18	47793252	47808144	CCS	61.39	0	1
ME2	GRCh37	18	48405419	48474691	CCS	55.5	0	1
SMAD4	GRCh37	18	48494410	48611415	CCS	51.48	0	1
DCC	GRCh37	18	49866542	51057784	CCS	59.41	0	1
DYNAP	GRCh37	18	52254988	52266724	CCS	60.26	0	1
RAB27B	GRCh37	18	52385091	52562747	CCS	57.32	0	1
TCF4	GRCh37	18	52889562	53332018	CCS	57.61	0	1
ST8SIA3	GRCh37	18	55018044	55038962	CCS	54.49	0	1
FECH	GRCh37	18	55215515	55254004	CCS	57.46	0	1
ATP8B1	GRCh37	18	55313658	55470333	CCS	53.93	0	1
NEDD4L	GRCh37	18	55711599	56068772	CCS	56.51	0	0.99820733
MALT1	GRCh37	18	56338618	56417371	CCS	54.86	0	1
RAX	GRCh37	18	56934267	56941318	CCS	60.82	0	1
LMAN1	GRCh37	18	56995055	57027194	CCS	66.08	0	1
CCBE1	GRCh37	18	57098172	57364612	CCS	59.85	0	1
MC4R	GRCh37	18	58038564	58040001	CCS	60	0	1
PIGN	GRCh37	18	59710800	59854351	CCS	66.31	0	1
TNFRSF11A	GRCh37	18	59992520	60058516	CCS	52.93	0	1
BCL2	GRCh37	18	60790579	60987361	CCS	61.2	0	1
KDSR	GRCh37	18	60994959	61034743	CCS	64.66	0	1
SERPINB5	GRCh37	18	61143994	61172318	CCS	66.45	0	1
SERPINB11	GRCh37	18	61314813	61391127	CCS	55.61	0	1
RTTN	GRCh37	18	67671029	67873181	CCS	58.41	0	1
CYB5A	GRCh37	18	71920530	71959251	CCS	54.75	0	1
ZNF407	GRCh37	18	72265106	72777627	CCS	54.56	0	0.909505702
TSHZ1	GRCh37	18	72922710	73001905	CCS	51.77	0	1
GALR1	GRCh37	18	74962505	74980858	CCS	54.44	0	1
CTDP1	GRCh37	18	77439801	77514510	CCS	50.22	0	1
BSG	GRCh37	19	571297	583493	CCS	27.7	0	0.742202468
HCN2	GRCh37	19	589893	617159	CCS	37.2	0	0.9260845
POLRMT	GRCh37	19	617223	633597	CCS	39.83	0	1
FSTL3	GRCh37	19	676392	683385	CCS	41.36	0	1
ELANE	GRCh37	19	851014	856242	CCS	27.37	0	0.730366145
CFD	GRCh37	19	859453	863453	CCS	26.84	0	0.717136364
KISS1R	GRCh37	19	917287	921015	CCS	31.9	0	1
HMHA1	GRCh37	19	1065922	1086627	CCS	38.58	0	0.858430113
STK11	GRCh37	19	1189406	1228428	CCS	34.08	0	0.991837716
NDUFS7	GRCh37	19	1383526	1395583	CCS	43.93	0	1
GAMT	GRCh37	19	1397091	1401569	CCS	44.14	0	1
RPS15	GRCh37	19	1438358	1440583	CCS	46.87	0	1
MBD3	GRCh37	19	1576639	1592882	CCS	37.85	0	0.94386857
TCF3	GRCh37	19	1609291	1652604	CCS	37.25	0	0.962106754
AP3D1	GRCh37	19	2100988	2164464	CCS	43.13	0	1
DOT1L	GRCh37	19	2164148	2232577	CCS	47.12	0	1
AMH	GRCh37	19	2249308	2252072	CCS	47.08	0	1
MIR4321	GRCh37	19	2250638	2250717	CCS	47.33	0	1
LMNB2	GRCh37	19	2427636	2456994	CCS	34.38	0	0.966247585
GNA11	GRCh37	19	3094408	3124002	CCS	45.32	0	1
GIPC3	GRCh37	19	3585551	3593539	CCS	39.07	0	1
TBXA2R	GRCh37	19	3594504	3606838	CCS	41.43	0	1
PIP5K1C	GRCh37	19	3630181	3700477	CCS	41.73	0	1
RAX2	GRCh37	19	3769087	3772233	CCS	45.37	0	1
ATCAY	GRCh37	19	3879862	3928077	CCS	41.39	0	1
MAP2K2	GRCh37	19	4090319	4124126	CCS	39.04	0	1
CREB3L3	GRCh37	19	4153598	4173051	CCS	39.71	0	1
SH3GL1	GRCh37	19	4360367	4400544	CCS	45.01	0	1
FEM1A	GRCh37	19	4791728	4795571	CCS	43.84	0	1
TICAM1	GRCh37	19	4815944	4831716	CCS	42.07	0	1
RPL36	GRCh37	19	5674958	5691887	CCS	42.95	0	1
NRTN	GRCh37	19	5823813	5828335	CCS	41.01	0	1
FUT6	GRCh37	19	5830621	5839742	CCS	43.23	0	1
FUT3	GRCh37	19	5842899	5851485	CCS	43.22	0	1
NDUFA11	GRCh37	19	5891287	5904017	CCS	45.32	0	1
RFX2	GRCh37	19	5993175	6199583	CCS	50.24	0	1
MLLT1	GRCh37	19	6212966	6279959	CCS	44.82	0	1
PSPN	GRCh37	19	6375159	6379069	CCS	44.52	0	1
TNFSF14	GRCh37	19	6663148	6670599	CCS	52.34	0	1
C3	GRCh37	19	6677715	6730573	CCS	45.21	0	1
VAV1	GRCh37	19	6772725	6857377	CCS	44.21	0	1
INSR	GRCh37	19	7112266	7294045	CCS	44.27	0	0.974546733
MCOLN1	GRCh37	19	7587512	7598895	CCS	45.17	0	1
PNPLA6	GRCh37	19	7598890	7626650	CCS	42.87	0	1
STXBP2	GRCh37	19	7701767	7712759	CCS	44.84	0	1
RETN	GRCh37	19	7733930	7735334	CCS	43.35	0	1
CD209	GRCh37	19	7804879	7812464	CCS	47.04	0	1
MAP2K7	GRCh37	19	7968728	7979363	CCS	42.27	0	1
TIMM44	GRCh37	19	7991603	8008805	CCS	37.52	0	0.99926576
CD320	GRCh37	19	8367011	8373240	CCS	37.41	0	0.932769474
ANGPTL4	GRCh37	19	8428173	8439257	CCS	48.01	0	1
MUC16	GRCh37	19	8959520	9092018	CCS	54.73	0	1
PIN1	GRCh37	19	9945933	9960358	CCS	53.78	0	1
OLFM2	GRCh37	19	9964394	10047228	CCS	48.48	0	1
RDH8	GRCh37	19	10123925	10132955	CCS	53.79	0	1
ANGPTL6	GRCh37	19	10203014	10213472	CCS	43.11	0	1
DNMT1	GRCh37	19	10244021	10341962	CCS	46.34	0	1
ICAM1	GRCh37	19	10381511	10397291	CCS	39.12	0	1
ICAM4	GRCh37	19	10397643	10399198	CCS	42.19	0	1
TYK2	GRCh37	19	10461209	10491352	CCS	43.69	0	1
KEAP1	GRCh37	19	10596796	10614417	CCS	46.41	0	1
SLC44A2	GRCh37	19	10713133	10755235	CCS	45.93	0	1
DNM2	GRCh37	19	10828755	10944164	CCS	45.29	0	1
SMARCA4	GRCh37	19	11071598	11176071	CCS	50.2	0	1
LDLR	GRCh37	19	11200038	11244492	CCS	41.37	0	1
DOCK6	GRCh37	19	11309971	11373157	CCS	43.32	0	1
EPOR	GRCh37	19	11488236	11495018	CCS	43.57	0	1
PRKCSH	GRCh37	19	11546109	11561783	CCS	36.49	0	1
ECSIT	GRCh37	19	11616731	11639989	CCS	44.43	0	1
ACP5	GRCh37	19	11685475	11689823	CCS	44.1	0	1
MAN2B1	GRCh37	19	12757325	12777556	CCS	46.34	0	1
JUNB	GRCh37	19	12902310	12904124	CCS	51.13	0	1
RNASEH2A	GRCh37	19	12917394	12924452	CCS	45.48	0	1
RTBDN	GRCh37	19	12936292	12946242	CCS	46.43	0	1
DNASE2	GRCh37	19	12986025	12992282	CCS	51.96	0	1
KLF1	GRCh37	19	12995237	12997995	CCS	50.46	0	1
GCDH	GRCh37	19	13001840	13025021	CCS	45.39	0	1
SYCE2	GRCh37	19	13009600	13030090	CCS	45.9	0	1
CALR	GRCh37	19	13049392	13055303	CCS	47.37	0	1
NFIX	GRCh37	19	13106422	13209610	CCS	45.66	0	1
LYL1	GRCh37	19	13209847	13213975	CCS	42.41	0	1
TRMT1	GRCh37	19	13215716	13228381	CCS	45.14	0	1
CACNA1A	GRCh37	19	13317256	13734804	CCS	49.4	0	1
MIR27A	GRCh37	19	13947254	13947331	CCS	36.26	0	1
CC2D1A	GRCh37	19	14017014	14041692	CCS	45.41	0	1
PRKACA	GRCh37	19	14202500	14228896	CCS	46.47	0	1
DNAJB1	GRCh37	19	14625582	14640582	CCS	42.95	0	1
TECR	GRCh37	19	14627897	14676792	CCS	45.56	0	1
NOTCH3	GRCh37	19	15270444	15311792	CCS	46.71	0	1
BRD4	GRCh37	19	15347647	15443356	CCS	42.51	0	1
CYP4F22	GRCh37	19	15619304	15663128	CCS	54.04	0	1
CYP4F3	GRCh37	19	15751707	15773635	CCS	57.56	0	1
CYP4F12	GRCh37	19	15783567	15807984	CCS	61.14	0	1
CYP4F2	GRCh37	19	15988833	16008930	CCS	58.59	0	1
TPM4	GRCh37	19	16177831	16213813	CCS	49.98	0	1
CALR3	GRCh37	19	16589868	16607003	CCS	51.2	0	1
MYO9B	GRCh37	19	17186591	17325346	CCS	44.04	0	1
NXNL1	GRCh37	19	17566234	17571763	CCS	45.2	0	1
B3GNT3	GRCh37	19	17905637	17923891	CCS	49.15	0	1
INSL3	GRCh37	19	17927321	17932383	CCS	45.78	0	1
JAK3	GRCh37	19	17935589	17958880	CCS	45.04	0	1
SLC5A5	GRCh37	19	17982782	18005983	CCS	49.17	0	1
IL12RB1	GRCh37	19	18169805	18209754	CCS	45.44	0	1
PIK3R2	GRCh37	19	18263928	18281350	CCS	42.77	0	1
ELL	GRCh37	19	18553473	18632937	CCS	42.95	0	1
FKBP8	GRCh37	19	18642561	18654887	CCS	48.02	0	1
CRLF1	GRCh37	19	18683030	18718551	CCS	49.56	0	1
CRTC1	GRCh37	19	18794487	18893004	CCS	41.09	0	1
COMP	GRCh37	19	18893583	18902123	CCS	39.19	0	1
GDF1	GRCh37	19	18979361	19006905	CCS	40.28	0	1
RFXANK	GRCh37	19	19303008	19312678	CCS	43.67	0	1
NDUFA13	GRCh37	19	19626545	19644285	CCS	41.62	0	1
ZNF429	GRCh37	19	21679484	21739072	CCS	44.41	0	1
UQCRFS1	GRCh37	19	29698173	29704448	CCS	54.17	0	1
C19orf12	GRCh37	19	30191721	30206364	CCS	43.07	0	1
CCNE1	GRCh37	19	30302805	30315215	CCS	42.13	0	1
RGS9BP	GRCh37	19	33166313	33169206	CCS	46.43	0	1
SLC7A9	GRCh37	19	33321415	33360672	CCS	48.22	0	1
CEP89	GRCh37	19	33369902	33462897	CCS	46.73	0	1
RHPN2	GRCh37	19	33469499	33555794	CCS	40.49	0	1
SLC7A10	GRCh37	19	33699570	33716756	CCS	44.8	0	1
CEBPA	GRCh37	19	33790840	33793470	CCS	52.83	0	1
CEBPA-AS1	GRCh37	19	33793763	33795960	CCS	52.61	0	1
PEPD	GRCh37	19	33877856	34012700	CCS	48.53	0	1
CHST8	GRCh37	19	34112861	34264414	CCS	46.04	0	1
GPI	GRCh37	19	34850385	34893061	CCS	41.72	0.00429387	1
